"SkillId","SkillName","ActionSkillType","ActionSkillTypeName","AttackRangeType","AttackRangeTypeName","AttackArea","AttackAreaMax","AttackAreaDepth","TargetType","TargetTypeName","UnitTargetType","UnitTargetTypeName","IsTargetEnemy","IsAerialHit","ChargePoint","Interval","ExcludeBattleLine","ForceInvincible","SourceFile","DuplicateCount"
"1200005001","魅惑の矢","30","ChainSkill/ForceChain","2","Range","{x: 2, y: 5}","1","1.8","1","Opponent","0","All","0","1","0","20","0","0","Skill1200005001.skill_asset.asset","1"
"1200006000","カーラのスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","25","0","0","0","Skill1200006000.skill_asset.asset","1"
"1200006001","カーラのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1200006001.skill_asset.asset","1"
"1200007000","フランのスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","25","0","0","0","Skill1200007000.skill_asset.asset","1"
"1200007001","フランのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1200007001.skill_asset.asset","1"
"1200008000","ライムのスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","25","0","0","0","Skill1200008000.skill_asset.asset","1"
"1200008001","ライムのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1200008001.skill_asset.asset","1"
"1200009000","プリルのスキル","20","ActionSkill","1","Melee","{x: 0, y: 100}","1.2","1.8","1","Opponent","0","All","0","0","25","0","0","0","Skill1200009000.skill_asset.asset","1"
"1200009001","プリルのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1200009001.skill_asset.asset","1"
"1200010000","アイナのスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","25","0","0","0","Skill1200010000.skill_asset.asset","1"
"1200010001","アイナのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1200010001.skill_asset.asset","1"
"1200011000","マーガレットのスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","25","0","0","0","Skill1200011000.skill_asset.asset","1"
"1200011001","マーガレットのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1200011001.skill_asset.asset","1"
"1200012000","アヤメのスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","25","0","0","0","Skill1200012000.skill_asset.asset","1"
"1200012001","アヤメのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1200012001.skill_asset.asset","1"
"1200013000","ヘイリーのスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","25","0","0","0","Skill1200013000.skill_asset.asset","1"
"1200013001","ヘイリーのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1200013001.skill_asset.asset","1"
"1200014000","ジェンマのスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","25","0","0","0","Skill1200014000.skill_asset.asset","1"
"1200014001","ジェンマのFCスキル","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1200014001.skill_asset.asset","1"
"1200015000","イオラのスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","25","0","0","0","Skill1200015000.skill_asset.asset","1"
"1200015001","イオラのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1200015001.skill_asset.asset","1"
"1200016000","ソードオブマーキス","20","ActionSkill","1","Melee","{x: 0, y: 100}","1.2","1.8","1","Opponent","0","All","1","0","25","0","0","0","Skill1200016000.skill_asset.asset","1"
"1200016001","ソードオブマーキス","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1200016001.skill_asset.asset","1"
"1200017000","ノヴァブラスト","20","ActionSkill","1","Melee","{x: 0, y: 100}","6","1.5","1","Opponent","0","All","1","0","25","0","0","0","Skill1200017000.skill_asset.asset","2"
"1200017001","ノヴァブラスト","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","6","1.5","1","Opponent","0","All","0","0","0","20","0","0","Skill1200017001.skill_asset.asset","2"
"1200018000","ワイルドラッシュ","20","ActionSkill","0","All","{x: 0, y: 100}","0.5","1","1","Opponent","0","All","0","1","25","0","1","0","Skill1200018000.skill_asset.asset","1"
"1200018001","ワイルドラッシュ","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","0.5","1","1","Opponent","0","All","0","1","0","20","1","0","Skill1200018001.skill_asset.asset","1"
"1200019000","アイシャのスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0.5","1","1","Opponent","0","All","1","1","45","0","1","0","Skill1200019000.skill_asset.asset","1"
"1200019001","アイシャのFCスキル","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","0.5","1","1","Opponent","0","All","0","1","0","20","1","0","Skill1200019001.skill_asset.asset","1"
"1300001000","乱舞","20","ActionSkill","0","All","{x: 0, y: 100}","1","1.8","1","Opponent","0","All","0","1","40","0","1","0","Skill1300001000.skill_asset.asset","1"
"1300001001","乱舞","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","1","1.8","1","Opponent","0","All","0","1","0","20","1","0","Skill1300001001.skill_asset.asset","1"
"1300002000","九秋紅桜","20","ActionSkill","1","Melee","{x: 0, y: 100}","2","2","1","Opponent","0","All","1","1","50","0","0","0","Skill1300002000.skill_asset.asset","1"
"1300002001","九秋紅桜","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","2","2","1","Opponent","0","All","1","1","0","20","0","0","Skill1300002001.skill_asset.asset","1"
"1300003000","シルバーバレット","20","ActionSkill","2","Range","{x: 0, y: 6}","0","1","1","Opponent","0","All","1","0","35","0","0","0","Skill1300003000.skill_asset.asset","2"
"1300003001","シルバーバレット","30","ChainSkill/ForceChain","2","Range","{x: 0, y: 6}","1.2","1","1","Opponent","0","All","1","0","0","20","0","0","Skill1300003001.skill_asset.asset","2"
"1300003002","特殊攻撃：エティア","11","SpecialSkill","1","Melee","{x: 0, y: 6}","6","4","1","Opponent","0","All","1","0","100","2.5","0","0","Skill1300003002.skill_asset.asset","2"
"1300004000","カースドポーション","20","ActionSkill","0","All","{x: 2.5, y: 10}","0","1.8","1","Opponent","0","All","1","0","25","0","0","0","Skill1300004000.skill_asset.asset","1"
"1300004001","カースドポーション","30","ChainSkill/ForceChain","0","All","{x: 0, y: 2.5}","1.2","1.8","1","Opponent","0","All","1","0","0","20","0","0","Skill1300004001.skill_asset.asset","1"
"1300005000","ゴーストライド","20","ActionSkill","1","Melee","{x: 0, y: 100}","1","2","1","Opponent","0","All","1","0","40","0","0","0","Skill1300005000.skill_asset.asset","2"
"1300005001","ゴーストライド","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1","2","1","Opponent","0","All","0","0","0","20","0","0","Skill1300005001.skill_asset.asset","2"
"1300006000","ドリルミサイル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","35","0","0","0","Skill1300006000.skill_asset.asset","1"
"1300006001","ドリルミサイル","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300006001.skill_asset.asset","1"
"1300007000","ヴァーミリオンアロー","20","ActionSkill","2","Range","{x: 2, y: 5}","0","5","1","Opponent","0","All","1","1","30","0","0","0","Skill1300007000.skill_asset.asset","2"
"1300007001","ヴァーミリオンアロー","30","ChainSkill/ForceChain","2","Range","{x: 2, y: 5}","1.2","5","1","Opponent","0","All","0","1","0","20","0","0","Skill1300007001.skill_asset.asset","2"
"1300008000","レーザーガトリング","20","ActionSkill","1","Melee","{x: 0, y: 100}","6","3","1","Opponent","0","All","0","1","25","0","0","0","Skill1300008000.skill_asset.asset","1"
"1300008001","レーザーガトリング","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","6","3","1","Opponent","0","All","0","1","0","20","0","0","Skill1300008001.skill_asset.asset","1"
"1300009000","フロストスパイク","20","ActionSkill","2","Range","{x: 2.5, y: 6}","0","5","1","Opponent","0","All","0","1","25","0","0","0","Skill1300009000.skill_asset.asset","1"
"1300009001","フロストスパイク","30","ChainSkill/ForceChain","2","Range","{x: 2.5, y: 6}","1.2","3","1","Opponent","0","All","0","1","0","20","0","0","Skill1300009001.skill_asset.asset","1"
"1300010000","サンダーアロー","20","ActionSkill","2","Range","{x: 2, y: 5}","0","3","1","Opponent","0","All","0","1","25","0","0","0","Skill1300010000.skill_asset.asset","1"
"1300010001","サンダーアロー","30","ChainSkill/ForceChain","2","Range","{x: 2, y: 5}","1.2","3","1","Opponent","0","All","0","1","0","20","0","0","Skill1300010001.skill_asset.asset","1"
"1300011000","ピコピコントロール","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","2","Friend","0","All","0","0","50","0","0","0","Skill1300011000.skill_asset.asset","1"
"1300011001","ピコピコントロール","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","1.2","1.8","2","Friend","0","All","0","0","0","20","0","0","Skill1300011001.skill_asset.asset","1"
"1300012000","イライザのスキル","20","ActionSkill","1","Melee","{x: 0, y: 100}","1.2","1.8","1","Opponent","0","All","0","0","25","0","0","0","Skill1300012000.skill_asset.asset","1"
"1300012001","イライザのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300012001.skill_asset.asset","1"
"1300013000","ホーリーデコ","20","ActionSkill","1","Melee","{x: 0, y: 100}","2","2","2","Friend","0","All","1","1","40","0","0","0","Skill1300013000.skill_asset.asset","1"
"1300013001","ホーリーデコ","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","2","2","2","Friend","0","All","0","1","0","20","0","0","Skill1300013001.skill_asset.asset","1"
"1300014000","カノンコール","20","ActionSkill","1","Melee","{x: 0, y: 100}","6","1.8","1","Opponent","0","All","0","0","60","0","0","0","Skill1300014000.skill_asset.asset","1"
"1300015000","炎陣烈覇斬","20","ActionSkill","1","Melee","{x: 0, y: 100}","2","3","1","Opponent","0","All","0","1","40","0","1","0","Skill1300015000.skill_asset.asset","1"
"1300015001","炎陣烈覇斬","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","2","3","1","Opponent","0","All","0","1","0","20","1","0","Skill1300015001.skill_asset.asset","1"
"1300016000","水神の怒り","20","ActionSkill","1","Melee","{x: 0, y: 100}","1","1.8","1","Opponent","0","All","1","0","30","0","0","0","Skill1300016000.skill_asset.asset","1"
"1300016001","水神の怒り","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300016001.skill_asset.asset","1"
"1300018000","リバイブヒール","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","2","Friend","0","All","1","0","30","0","0","0","Skill1300018000.skill_asset.asset","1"
"1300018001","リバイブヒール","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","1.2","1.8","2","Friend","0","All","0","0","0","20","0","0","Skill1300018001.skill_asset.asset","1"
"1300019000","植物召喚","20","ActionSkill","2","Range","{x: 2.5, y: 6}","0","1.8","1","Opponent","0","All","1","0","70","0","0","0","Skill1300019000.skill_asset.asset","1"
"1300019001","植物召喚","30","ChainSkill/ForceChain","2","Range","{x: 2.5, y: 6}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300019001.skill_asset.asset","1"
"1300020000","地裂斬","20","ActionSkill","1","Melee","{x: 0, y: 100}","2","1.8","1","Opponent","0","All","1","1","50","0","0","0","Skill1300020000.skill_asset.asset","2"
"1300020001","地裂斬","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","2","1.8","1","Opponent","0","All","0","1","0","20","0","0","Skill1300020001.skill_asset.asset","2"
"1300021000","スタチュー・デ・グラス","20","ActionSkill","1","Melee","{x: 0, y: 100}","3","2","1","Opponent","0","All","1","0","40","0","0","0","Skill1300021000.skill_asset.asset","1"
"1300021001","スタチュー・デ・グラス","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","3","2","1","Opponent","0","All","0","0","0","20","0","0","Skill1300021001.skill_asset.asset","1"
"1300022000","ブラッド・チェイン","20","ActionSkill","1","Melee","{x: 0, y: 100}","2","2","1","Opponent","0","All","1","1","70","0","0","0","Skill1300022000.skill_asset.asset","1"
"1300022001","ブラッド・チェイン","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","2","2","1","Opponent","0","All","0","1","0","20","0","0","Skill1300022001.skill_asset.asset","1"
"1300023000","ヒールエール","20","ActionSkill","0","All","{x: 0, y: 100}","1.2","1.8","2","Friend","0","All","0","1","50","0","0","0","Skill1300023000.skill_asset.asset","1"
"1300023001","ヒールエール","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","1.2","1.8","2","Friend","0","All","0","1","0","20","0","0","Skill1300023001.skill_asset.asset","1"
"1300024000","スイートヒール","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","2","Friend","0","All","1","1","40","0","0","0","Skill1300024000.skill_asset.asset","1"
"1300024001","スイートヒール","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","1.2","1.8","2","Friend","0","All","0","1","0","20","0","0","Skill1300024001.skill_asset.asset","1"
"1300025000","ノブレスオブリージュ","20","ActionSkill","1","Melee","{x: 0, y: 100}","2","2","1","Opponent","0","All","1","1","40","0","0","0","Skill1300025000.skill_asset.asset","1"
"1300025001","ノブレスオブリージュ","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","2","2","1","Opponent","0","All","0","1","0","20","0","0","Skill1300025001.skill_asset.asset","1"
"1300026000","魂魄一閃","20","ActionSkill","1","Melee","{x: 0, y: 100}","1.5","1.8","1","Opponent","0","All","0","0","50","0","1","0","Skill1300026000.skill_asset.asset","1"
"1300026001","魂魄一閃","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.5","1.8","1","Opponent","0","All","0","0","0","20","1","0","Skill1300026001.skill_asset.asset","1"
"1300027000","スピリットサークル","20","ActionSkill","2","Range","{x: 2, y: 5}","0","1.8","1","Opponent","0","All","1","0","50","0","0","0","Skill1300027000.skill_asset.asset","1"
"1300027001","スピリットサークル","30","ChainSkill/ForceChain","2","Range","{x: 2, y: 5}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300027001.skill_asset.asset","1"
"1300028000","チャームアロー","20","ActionSkill","2","Range","{x: 2, y: 5}","0","1.8","1","Opponent","0","All","1","1","60","0","0","0","Skill1300028000.skill_asset.asset","1"
"1300028001","チャームアロー","30","ChainSkill/ForceChain","2","Range","{x: 2, y: 5}","1.2","1.8","1","Opponent","0","All","0","1","0","20","0","0","Skill1300028001.skill_asset.asset","1"
"1300029000","妖鬼炎殺撃","20","ActionSkill","1","Melee","{x: 0, y: 100}","1.5","1.8","1","Opponent","0","All","1","0","40","0","0","0","Skill1300029000.skill_asset.asset","1"
"1300029001","妖鬼炎殺撃","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.5","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300029001.skill_asset.asset","1"
"1300030000","メイドアーツ","20","ActionSkill","1","Melee","{x: 0, y: 100}","1.2","1.8","1","Opponent","0","All","1","0","60","0","0","0","Skill1300030000.skill_asset.asset","2"
"1300030001","メイドアーツ","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300030001.skill_asset.asset","2"
"1300031000","真面目陰陽師のスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","25","0","0","0","Skill1300031000.skill_asset.asset","2"
"1300031001","真面目陰陽師のFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300031001.skill_asset.asset","2"
"1300032000","ホノカのスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","25","0","0","0","Skill1300032000.skill_asset.asset","2"
"1300032001","ホノカのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300032001.skill_asset.asset","2"
"1300033000","ラモーナのスキル","20","ActionSkill","0","All","{x: 0, y: 100}","0","100","1","Opponent","0","All","0","0","25","0","0","0","Skill1300033000.skill_asset.asset","1"
"1300033001","ラモーナのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300033001.skill_asset.asset","1"
"1300034000","シラエスのスキル","20","ActionSkill","2","Range","{x: 2.5, y: 6}","0","1.8","1","Opponent","0","All","1","1","50","0","0","0","Skill1300034000.skill_asset.asset","1"
"1300034001","シラエスのFCスキル","30","ChainSkill/ForceChain","2","Range","{x: 2.5, y: 6}","1.2","1.8","1","Opponent","0","All","0","1","0","20","0","0","Skill1300034001.skill_asset.asset","1"
"1300035000","リエラのスキル","20","ActionSkill","0","All","{x: 0, y: 6}","0","1.8","1","Opponent","0","All","1","1","50","0","0","0","Skill1300035000.skill_asset.asset","2"
"1300035001","リエラのFCスキル","30","ChainSkill/ForceChain","0","All","{x: 2.5, y: 6}","1.2","1.8","1","Opponent","0","All","0","1","0","20","0","0","Skill1300035001.skill_asset.asset","2"
"1300036000","オーレリナのスキル","20","ActionSkill","1","Melee","{x: 0, y: 6}","0","1.75","1","Opponent","0","All","1","0","50","0","0","0","Skill1300036000.skill_asset.asset","1"
"1300036001","オーレリナのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 2.5, y: 6}","0","1.75","1","Opponent","0","All","0","1","0","20","0","0","Skill1300036001.skill_asset.asset","1"
"1300037000","クリスティのスキル","20","ActionSkill","0","All","{x: 2.5, y: 6}","0","1.8","1","Opponent","0","All","1","1","60","0","0","0","Skill1300037000.skill_asset.asset","1"
"1300037001","クリスティのFCスキル","30","ChainSkill/ForceChain","0","All","{x: 2.5, y: 6}","1.2","1.8","1","Opponent","0","All","0","1","0","20","0","0","Skill1300037001.skill_asset.asset","1"
"1300040000","リコリットのスキル","20","ActionSkill","0","All","{x: 2.5, y: 6}","0","1.8","2","Friend","0","All","1","1","60","0","0","0","Skill1300040000.skill_asset.asset","1"
"1300040001","リコリットのFCスキル","30","ChainSkill/ForceChain","0","All","{x: 2.5, y: 6}","1.2","1.8","2","Friend","0","All","0","1","0","20","0","0","Skill1300040001.skill_asset.asset","1"
"2147483647","カノンコール","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","6","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300014001.skill_asset.asset","1"
