"SkillId","SkillName","ActionSkillType","ActionSkillTypeName","AttackRangeType","AttackRangeTypeName","AttackArea","AttackAreaMax","AttackAreaDepth","TargetType","TargetTypeName","UnitTargetType","UnitTargetTypeName","IsTargetEnemy","IsAerialHit","ChargePoint","Interval","ExcludeBattleLine","ForceInvincible","SourceFile","DuplicateCount"
"1300003001","シルバーバレット","30","ChainSkill/ForceChain","2","Range","{x: 0, y: 6}","1.2","1","1","Opponent","0","All","1","0","0","20","0","0","Skill1300003001.skill_asset.asset","2"
"1300004001","カースドポーション","30","ChainSkill/ForceChain","0","All","{x: 0, y: 2.5}","1.2","1.8","1","Opponent","0","All","1","0","0","20","0","0","Skill1300004001.skill_asset.asset","1"
"1300005001","ゴーストライド","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1","2","1","Opponent","0","All","0","0","0","20","0","0","Skill1300005001.skill_asset.asset","2"
"1300006001","ドリルミサイル","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300006001.skill_asset.asset","1"
"1300007001","ヴァーミリオンアロー","30","ChainSkill/ForceChain","2","Range","{x: 2, y: 5}","1.2","5","1","Opponent","0","All","0","1","0","20","0","0","Skill1300007001.skill_asset.asset","2"
"1300008001","レーザーガトリング","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","6","3","1","Opponent","0","All","0","1","0","20","0","0","Skill1300008001.skill_asset.asset","1"
"1300009001","フロストスパイク","30","ChainSkill/ForceChain","2","Range","{x: 2.5, y: 6}","1.2","3","1","Opponent","0","All","0","1","0","20","0","0","Skill1300009001.skill_asset.asset","1"
"1300010001","サンダーアロー","30","ChainSkill/ForceChain","2","Range","{x: 2, y: 5}","1.2","3","1","Opponent","0","All","0","1","0","20","0","0","Skill1300010001.skill_asset.asset","1"
"1300011001","ピコピコントロール","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","1.2","1.8","2","Friend","0","All","0","0","0","20","0","0","Skill1300011001.skill_asset.asset","1"
"1300012001","イライザのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300012001.skill_asset.asset","1"
"1300013001","ホーリーデコ","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","2","2","2","Friend","0","All","0","1","0","20","0","0","Skill1300013001.skill_asset.asset","1"
"1300015001","炎陣烈覇斬","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","2","3","1","Opponent","0","All","0","1","0","20","1","0","Skill1300015001.skill_asset.asset","1"
"1300016001","水神の怒り","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300016001.skill_asset.asset","1"
"1300018001","リバイブヒール","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","1.2","1.8","2","Friend","0","All","0","0","0","20","0","0","Skill1300018001.skill_asset.asset","1"
"1300019001","植物召喚","30","ChainSkill/ForceChain","2","Range","{x: 2.5, y: 6}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300019001.skill_asset.asset","1"
"1300020001","地裂斬","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","2","1.8","1","Opponent","0","All","0","1","0","20","0","0","Skill1300020001.skill_asset.asset","2"
"1300021001","スタチュー・デ・グラス","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","3","2","1","Opponent","0","All","0","0","0","20","0","0","Skill1300021001.skill_asset.asset","1"
"1300022001","ブラッド・チェイン","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","2","2","1","Opponent","0","All","0","1","0","20","0","0","Skill1300022001.skill_asset.asset","1"
"1300023001","ヒールエール","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","1.2","1.8","2","Friend","0","All","0","1","0","20","0","0","Skill1300023001.skill_asset.asset","1"
"1300024001","スイートヒール","30","ChainSkill/ForceChain","0","All","{x: 0, y: 1.2}","1.2","1.8","2","Friend","0","All","0","1","0","20","0","0","Skill1300024001.skill_asset.asset","1"
"1300025001","ノブレスオブリージュ","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","2","2","1","Opponent","0","All","0","1","0","20","0","0","Skill1300025001.skill_asset.asset","1"
"1300026001","魂魄一閃","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.5","1.8","1","Opponent","0","All","0","0","0","20","1","0","Skill1300026001.skill_asset.asset","1"
"1300027001","スピリットサークル","30","ChainSkill/ForceChain","2","Range","{x: 2, y: 5}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300027001.skill_asset.asset","1"
"1300028001","チャームアロー","30","ChainSkill/ForceChain","2","Range","{x: 2, y: 5}","1.2","1.8","1","Opponent","0","All","0","1","0","20","0","0","Skill1300028001.skill_asset.asset","1"
"1300029001","妖鬼炎殺撃","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.5","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300029001.skill_asset.asset","1"
"1300030001","メイドアーツ","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300030001.skill_asset.asset","2"
"1300031001","真面目陰陽師のFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300031001.skill_asset.asset","2"
"1300032001","ホノカのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300032001.skill_asset.asset","2"
"1300033001","ラモーナのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","1.2","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300033001.skill_asset.asset","1"
"1300034001","シラエスのFCスキル","30","ChainSkill/ForceChain","2","Range","{x: 2.5, y: 6}","1.2","1.8","1","Opponent","0","All","0","1","0","20","0","0","Skill1300034001.skill_asset.asset","1"
"1300035001","リエラのFCスキル","30","ChainSkill/ForceChain","0","All","{x: 2.5, y: 6}","1.2","1.8","1","Opponent","0","All","0","1","0","20","0","0","Skill1300035001.skill_asset.asset","2"
"1300036001","オーレリナのFCスキル","30","ChainSkill/ForceChain","1","Melee","{x: 2.5, y: 6}","0","1.75","1","Opponent","0","All","0","1","0","20","0","0","Skill1300036001.skill_asset.asset","1"
"1300037001","クリスティのFCスキル","30","ChainSkill/ForceChain","0","All","{x: 2.5, y: 6}","1.2","1.8","1","Opponent","0","All","0","1","0","20","0","0","Skill1300037001.skill_asset.asset","1"
"1300040001","リコリットのFCスキル","30","ChainSkill/ForceChain","0","All","{x: 2.5, y: 6}","1.2","1.8","2","Friend","0","All","0","1","0","20","0","0","Skill1300040001.skill_asset.asset","1"
"2147483647","カノンコール","30","ChainSkill/ForceChain","1","Melee","{x: 0, y: 1.2}","6","1.8","1","Opponent","0","All","0","0","0","20","0","0","Skill1300014001.skill_asset.asset","1"
