"Action","VariantIndex","Key","TypeName","Value"
"Attack001","4","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","4","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","4","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","100"
"Attack001","4","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","100"
"Attack001","4","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","300"
"Attack001","4","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","20"
"Attack001","4","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"Attack001","4","OLD.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","4","OLD.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"Attack001","4","OLD.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"Attack001","4","OLD.KNOCKBACK.STRENGTH","System.Int32","0"
"Attack001","4","OLD.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"Attack001","4","OLD.ABNORMAL.DURATION","System.Single","15"
"Attack001","5","TARGET_COUNT","System.Int32","1"
"Attack001","5","PRJCTL.THROW_COUNT","System.Int32","1"
"Attack001","5","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","5","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","5","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","5","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","100"
"Attack001","5","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","100"
"Attack001","5","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","300"
"Attack001","5","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","20"
"Attack001","5","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"Attack001","5","OLD.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","5","OLD.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"Attack001","5","OLD.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"Attack001","5","OLD.KNOCKBACK.STRENGTH","System.Int32","0"
"Attack001","5","OLD.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"Attack001","5","OLD.ABNORMAL.DURATION","System.Single","15"
"Attack001","6","TARGET_COUNT","System.Int32","1"
"Attack001","6","PRJCTL.THROW_COUNT","System.Int32","1"
"Attack001","6","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","6","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","6","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","6","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","100"
"Attack001","6","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","100"
"Attack001","6","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","300"
"Attack001","6","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","20"
"Attack001","6","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"Attack001","6","OLD.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","6","OLD.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"Attack001","6","OLD.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"Attack001","6","OLD.KNOCKBACK.STRENGTH","System.Int32","0"
"Attack001","6","OLD.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"Attack001","6","OLD.ABNORMAL.DURATION","System.Single","15"
"Attack001","7","TARGET_COUNT","System.Int32","1"
"Attack001","7","PRJCTL.THROW_COUNT","System.Int32","1"
"Attack001","7","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","7","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","7","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","7","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","100"
"Attack001","7","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","100"
"Attack001","7","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","300"
"Attack001","7","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","20"
"Attack001","7","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"Attack001","7","OLD.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","7","OLD.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"Attack001","7","OLD.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"Attack001","7","OLD.KNOCKBACK.STRENGTH","System.Int32","0"
"Attack001","7","OLD.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"Attack001","7","OLD.ABNORMAL.DURATION","System.Single","15"
"Attack001","8","TARGET_COUNT","System.Int32","1"
"Attack001","8","PRJCTL.THROW_COUNT","System.Int32","1"
"Attack001","8","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","8","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","8","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","8","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","100"
"Attack001","8","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","100"
"Attack001","8","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","300"
"Attack001","8","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","20"
"Attack001","8","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"Attack001","8","OLD.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","8","OLD.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"Attack001","8","OLD.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"Attack001","8","OLD.KNOCKBACK.STRENGTH","System.Int32","0"
"Attack001","8","OLD.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"Attack001","8","OLD.ABNORMAL.DURATION","System.Single","15"
"Attack001","9","TARGET_COUNT","System.Int32","1"
"Attack001","9","PRJCTL.THROW_COUNT","System.Int32","1"
"Attack001","9","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","9","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","9","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","9","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","100"
"Attack001","9","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","100"
"Attack001","9","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","300"
"Attack001","9","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","20"
"Attack001","9","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"Attack001","9","OLD.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","9","OLD.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"Attack001","9","OLD.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"Attack001","9","OLD.KNOCKBACK.STRENGTH","System.Int32","0"
"Attack001","9","OLD.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"Attack001","9","OLD.ABNORMAL.DURATION","System.Single","15"
"Attack001","10","TARGET_COUNT","System.Int32","1"
"Attack001","10","PRJCTL.THROW_COUNT","System.Int32","1"
"Attack001","10","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","10","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"Attack001","10","PRJCTL.LAND.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","10","PRJCTL.LAND.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","100"
"Attack001","10","PRJCTL.LAND.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","100"
"Attack001","10","PRJCTL.LAND.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","300"
"Attack001","10","PRJCTL.LAND.ABNORMAL.DURATION","System.Single","20"
"Attack001","10","PRJCTL.LAND.KNOCKBACK.STRENGTH","System.Int32","1"
"Attack001","10","OLD.DAMAGE.HIT_COUNT","System.Int32","1"
"Attack001","10","OLD.DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","0"
"Attack001","10","OLD.DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","0"
"Attack001","10","OLD.KNOCKBACK.STRENGTH","System.Int32","0"
"Attack001","10","OLD.ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"Attack001","10","OLD.ABNORMAL.DURATION","System.Single","15"
"Attack002","1","DAMAGE.HIT_COUNT","System.Int32","1"
"Attack002","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","220"
"Attack002","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","220"
"Attack002","1","KNOCKBACK.STRENGTH","System.Int32","5"
"Attack002","2","DAMAGE.HIT_COUNT","System.Int32","1"
"Attack002","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","220"
"Attack002","2","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","220"
"Attack002","2","KNOCKBACK.STRENGTH","System.Int32","5"
"Attack002","3","DAMAGE.HIT_COUNT","System.Int32","1"
"Attack002","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","220"
"Attack002","3","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","220"
"Attack002","3","KNOCKBACK.STRENGTH","System.Int32","5"
"Attack002","4","DAMAGE.HIT_COUNT","System.Int32","1"
"Attack002","4","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","220"
"Attack002","4","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","220"
"Attack002","4","KNOCKBACK.STRENGTH","System.Int32","5"
"Attack002","5","DAMAGE.HIT_COUNT","System.Int32","1"
"Attack002","5","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","220"
"Attack002","5","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","220"
"Attack002","5","KNOCKBACK.STRENGTH","System.Int32","5"
"Attack002","6","DAMAGE.HIT_COUNT","System.Int32","1"
"Attack002","6","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","220"
"Attack002","6","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","220"
"Attack002","6","KNOCKBACK.STRENGTH","System.Int32","5"
"Attack002","7","DAMAGE.HIT_COUNT","System.Int32","1"
"Attack002","7","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","220"
"Attack002","7","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","220"
"Attack002","7","KNOCKBACK.STRENGTH","System.Int32","5"
"Attack002","8","DAMAGE.HIT_COUNT","System.Int32","1"
"Attack002","8","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","220"
"Attack002","8","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","220"
"Attack002","8","KNOCKBACK.STRENGTH","System.Int32","5"
"Attack002","9","DAMAGE.HIT_COUNT","System.Int32","1"
"Attack002","9","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","220"
"Attack002","9","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","220"
"Attack002","9","KNOCKBACK.STRENGTH","System.Int32","5"
"Attack002","10","DAMAGE.HIT_COUNT","System.Int32","1"
"Attack002","10","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","220"
"Attack002","10","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","220"
"Attack002","10","KNOCKBACK.STRENGTH","System.Int32","5"
"Inferno","1","DAMAGE.HIT_COUNT","System.Int32","1"
"Inferno","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","300"
"Inferno","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","300"
"Inferno","1","KNOCKBACK.STRENGTH","System.Int32","3"
"Inferno","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","700"
"Inferno","1","ABNORMAL.DURATION","System.Single","40"
"Inferno","2","DAMAGE.HIT_COUNT","System.Int32","1"
"Inferno","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","300"
"Inferno","2","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","300"
"Inferno","2","KNOCKBACK.STRENGTH","System.Int32","3"
"Inferno","2","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","700"
"Inferno","2","ABNORMAL.DURATION","System.Single","40"
"Inferno","3","DAMAGE.HIT_COUNT","System.Int32","1"
"Inferno","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","300"
"Inferno","3","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","300"
"Inferno","3","KNOCKBACK.STRENGTH","System.Int32","3"
"Inferno","3","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","700"
"Inferno","3","ABNORMAL.DURATION","System.Single","40"
"Inferno","4","DAMAGE.HIT_COUNT","System.Int32","1"
"Inferno","4","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","300"
"Inferno","4","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","300"
"Inferno","4","KNOCKBACK.STRENGTH","System.Int32","3"
"Inferno","4","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","700"
"Inferno","4","ABNORMAL.DURATION","System.Single","40"
"Inferno","5","DAMAGE.HIT_COUNT","System.Int32","1"
"Inferno","5","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","300"
"Inferno","5","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","300"
"Inferno","5","KNOCKBACK.STRENGTH","System.Int32","3"
"Inferno","5","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","700"
"Inferno","5","ABNORMAL.DURATION","System.Single","40"
"Inferno","6","DAMAGE.HIT_COUNT","System.Int32","1"
"Inferno","6","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","300"
"Inferno","6","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","300"
"Inferno","6","KNOCKBACK.STRENGTH","System.Int32","3"
"Inferno","6","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","700"
"Inferno","6","ABNORMAL.DURATION","System.Single","40"
"Inferno","7","DAMAGE.HIT_COUNT","System.Int32","1"
"Inferno","7","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","300"
"Inferno","7","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","300"
"Inferno","7","KNOCKBACK.STRENGTH","System.Int32","3"
"Inferno","7","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","700"
"Inferno","7","ABNORMAL.DURATION","System.Single","40"
"Inferno","8","DAMAGE.HIT_COUNT","System.Int32","1"
"Inferno","8","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","300"
"Inferno","8","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","300"
"Inferno","8","KNOCKBACK.STRENGTH","System.Int32","3"
"Inferno","8","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","700"
"Inferno","8","ABNORMAL.DURATION","System.Single","40"
"Inferno","9","DAMAGE.HIT_COUNT","System.Int32","1"
"Inferno","9","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","300"
"Inferno","9","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","300"
"Inferno","9","KNOCKBACK.STRENGTH","System.Int32","3"
"Inferno","9","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","700"
"Inferno","9","ABNORMAL.DURATION","System.Single","40"
"Inferno","10","DAMAGE.HIT_COUNT","System.Int32","1"
"Inferno","10","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","300"
"Inferno","10","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","300"
"Inferno","10","KNOCKBACK.STRENGTH","System.Int32","3"
"Inferno","10","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","700"
"Inferno","10","ABNORMAL.DURATION","System.Single","40"
"FireRain","1","TARGET_COUNT","System.Int32","4"
"FireRain","1","DAMAGE.HIT_COUNT","System.Int32","1"
"FireRain","1","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","180"
"FireRain","1","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","180"
"FireRain","1","KNOCKBACK.STRENGTH","System.Int32","1"
"FireRain","2","TARGET_COUNT","System.Int32","4"
"FireRain","2","DAMAGE.HIT_COUNT","System.Int32","1"
"FireRain","2","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","180"
"FireRain","2","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","180"
"FireRain","2","KNOCKBACK.STRENGTH","System.Int32","1"
"FireRain","3","TARGET_COUNT","System.Int32","4"
"FireRain","3","DAMAGE.HIT_COUNT","System.Int32","1"
"FireRain","3","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","180"
"FireRain","3","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","180"
"FireRain","3","KNOCKBACK.STRENGTH","System.Int32","1"
"FireRain","4","TARGET_COUNT","System.Int32","4"
"FireRain","4","DAMAGE.HIT_COUNT","System.Int32","1"
"FireRain","4","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","180"
"FireRain","4","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","180"
"FireRain","4","KNOCKBACK.STRENGTH","System.Int32","1"
"FireRain","5","TARGET_COUNT","System.Int32","4"
"FireRain","5","DAMAGE.HIT_COUNT","System.Int32","1"
"FireRain","5","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","180"
"FireRain","5","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","180"
"FireRain","5","KNOCKBACK.STRENGTH","System.Int32","1"
"FireRain","6","TARGET_COUNT","System.Int32","4"
"FireRain","6","DAMAGE.HIT_COUNT","System.Int32","1"
"FireRain","6","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","180"
"FireRain","6","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","180"
"FireRain","6","KNOCKBACK.STRENGTH","System.Int32","1"
"FireRain","7","TARGET_COUNT","System.Int32","4"
"FireRain","7","DAMAGE.HIT_COUNT","System.Int32","1"
"FireRain","7","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","180"
"FireRain","7","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","180"
"FireRain","7","KNOCKBACK.STRENGTH","System.Int32","1"
"FireRain","8","TARGET_COUNT","System.Int32","4"
"FireRain","8","DAMAGE.HIT_COUNT","System.Int32","1"
"FireRain","8","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","180"
"FireRain","8","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","180"
"FireRain","8","KNOCKBACK.STRENGTH","System.Int32","1"
"FireRain","9","TARGET_COUNT","System.Int32","4"
"FireRain","9","DAMAGE.HIT_COUNT","System.Int32","1"
"FireRain","9","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","180"
"FireRain","9","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","180"
"FireRain","9","KNOCKBACK.STRENGTH","System.Int32","1"
"FireRain","10","TARGET_COUNT","System.Int32","4"
"FireRain","10","DAMAGE.HIT_COUNT","System.Int32","1"
"FireRain","10","DAMAGE.DAMAGE_PERCENT","Project.ValuePercent","180"
"FireRain","10","DAMAGE.DAMAGE_FIRST_PERCENT","Project.ValuePercent","180"
"FireRain","10","KNOCKBACK.STRENGTH","System.Int32","1"
"FlameCure","1","PRJCTL.THROW_COUNT","System.Int32","1"
"FlameCure","1","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"FlameCure","2","PRJCTL.THROW_COUNT","System.Int32","1"
"FlameCure","2","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"FlameCure","3","PRJCTL.THROW_COUNT","System.Int32","1"
"FlameCure","3","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"FlameCure","4","PRJCTL.THROW_COUNT","System.Int32","1"
"FlameCure","4","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"FlameCure","5","PRJCTL.THROW_COUNT","System.Int32","1"
"FlameCure","5","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"FlameCure","6","PRJCTL.THROW_COUNT","System.Int32","1"
"FlameCure","6","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"FlameCure","7","PRJCTL.THROW_COUNT","System.Int32","1"
"FlameCure","7","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"FlameCure","8","PRJCTL.THROW_COUNT","System.Int32","1"
"FlameCure","8","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"FlameCure","9","PRJCTL.THROW_COUNT","System.Int32","1"
"FlameCure","9","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"FlameCure","10","PRJCTL.THROW_COUNT","System.Int32","1"
"FlameCure","10","PRJCTL.LAND.TARGET_COUNT","System.Int32","1"
"AssaultSkill","1","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","1","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","1","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","1","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","1","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","1","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","1","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","1","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","1","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","1","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","1","DAMAGE.HIT_COUNT","System.Int32","1"
"AssaultSkill","1","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","1","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","1","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","1","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","1","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","1","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","1","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","1","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","1","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","1","DAMAGE.HP_RATIO_PERCENT","Project.ValuePercent","5"
"AssaultSkill","1","DAMAGE.DAMAGE_LIMIT","System.Int32","0"
