"id","m_character_id","type","rarity","name","description","serif","is_default","bonus_bond_point","is_collabo","released_at","asset_id","bg_asset_id","display_order"
"120001302","1200013","2","1","ヘイリーおしごと時基本コスチューム","ヘイリーの基本コスチュームです。","前世の因果と再び相まみえた喜びを
分かち合おうではないか","1","0","0","2024-01-01 00:00:00","104201000X","abg10100a","1"
"120001401","1200014","1","1","ジェンマ基本コスチューム","ジェンマの基本コスチュームです。","さて、ここが新しい穴か
存分に掘らせてもらうとしようか","1","0","0","2024-01-01 00:00:00","104301000G","abg10100a","1"
"120001402","1200014","2","1","ジェンマおしごと時基本コスチューム","ジェンマの基本コスチュームです。","さて、ここが新しい穴か
存分に掘らせてもらうとしようか","1","0","0","2024-01-01 00:00:00","104301000X","abg10100a","1"
"120001501","1200015","1","1","イオラ基本コスチューム","イオラの基本コスチュームです。","もう落第なんてゴメンなんだから！　
ここでがっつり単位稼いじゃうよ！","1","0","0","2024-01-01 00:00:00","104501000G","abg10100a","1"
"120001502","1200015","2","1","イオラおしごと時基本コスチューム","イオラの基本コスチュームです。","もう落第なんてゴメンなんだから！　
ここでがっつり単位稼いじゃうよ！","1","0","0","2024-01-01 00:00:00","104501000X","abg10100a","1"
"120001601","1200016","1","1","ソフィア基本コスチューム","ソフィアの基本コスチュームです。","ミレスガルドの騎士、ソフィアよ。
さっ、キビキビ働くわよ～！","1","0","0","2024-01-01 00:00:00","106501000G","abg10100a","1"
"120001602","1200016","2","1","ソフィアおしごと時基本コスチューム","ソフィアの基本コスチュームです。","ミレスガルドの騎士、ソフィアよ。
さっ、キビキビ働くわよ～！","1","0","0","2024-01-01 00:00:00","106501000X","abg10100a","1"
"120001701","1200017","1","1","ヒマリ基本コスチューム","ヒマリの基本コスチュームです。","あ、あの……ヒマリ、です。
な、何か手伝えること、ありますか？","1","0","0","2024-01-01 00:00:00","106601000G","abg10100a","1"
"120001702","1200017","1","2","メモリアル・ブレザー","故郷の空の下、何度も着た制服。
その温もりは今も心に残り続け、
ポケットには青春の思い出がぎゅっと詰まっている。","う～ん……やっぱりこっちの方が
着慣れてて落ち着くなぁ～……","0","0","0","2024-01-01 00:00:00","106601001G","abg10100a","2"
"120001703","1200017","2","1","ヒマリおしごと時基本コスチューム","ヒマリの基本コスチュームです。","あ、あの……ヒマリ、です。
な、何か手伝えること、ありますか？","1","0","0","2024-01-01 00:00:00","106601000X","abg10100a","1"
"120001801","1200018","1","1","クルル基本コスチューム","クルルの基本コスチュームです。","クルルだよ～！　ご主人さまっ！
クルルにまかせて！　やっつけてあげる！","1","0","0","2024-01-01 00:00:00","106701000G","abg10100a","1"
"120001802","1200018","2","1","クルルおしごと時基本コスチューム","クルルの基本コスチュームです。","クルルだよ～！　ご主人さまっ！
クルルにまかせて！　やっつけてあげる！","1","0","0","2024-01-01 00:00:00","106701000X","abg10100a","1"
"120001901","1200019","1","1","アイシャ基本コスチューム","アイシャの基本コスチュームです。","ふはははっ！ オレこそが王だ！ 
さあ、ひれ伏して讃えろ！","1","0","0","2024-01-01 00:00:00","107101000G","abg10100a","1"
"120001902","1200019","2","1","アイシャおしごと時基本コスチューム","アイシャの基本コスチュームです。","ふはははっ！ オレこそが王だ！ 
さあ、ひれ伏して讃えろ！","1","0","0","2024-01-01 00:00:00","107101000X","abg10100a","1"
"130000101","1300001","1","1","レヴィエーヌ基本コスチューム","レヴィエーヌの基本コスチュームです。","最高の舞台を見せるわよ
うちの虜にしてあ・げ・る♡","1","0","0","2024-01-01 00:00:00","100901000G","abg10100a","1"
"130000102","1300001","2","1","レヴィエーヌおしごと時基本コスチューム","レヴィエーヌの基本コスチュームです。","最高の舞台を見せるわよ
うちの虜にしてあ・げ・る♡","1","0","0","2024-01-01 00:00:00","100901000X","abg10100a","1"
"130000201","1300002","1","1","コトノ基本コスチューム","コトノの基本コスチュームです。","我が名はコトノ。この剣と共に
身命を捧げ、お仕えいたします","1","0","0","2024-01-01 00:00:00","101101000G","abg10100a","1"
"130000202","1300002","2","1","コトノおしごと時基本コスチューム","コトノの基本コスチュームです。","我が名はコトノ。この剣と共に
身命を捧げ、お仕えいたします","1","0","0","2024-01-01 00:00:00","101101000X","abg10100a","1"
"130000301","1300003","1","1","エティア基本コスチューム","エティアの基本コスチュームです。","狩猟隊所属のエティアです……
せ、精一杯がんばります……","1","0","0","2024-01-01 00:00:00","101201000G","abg10100a","1"
"130000302","1300003","1","2","ハートフル・ウェイトレス","いらっしゃいませ！　と元気な声が響く。
ご注文は何でしょう？
スマイルはもちろん無料です♪","ハンティングメガバーガーセット……
お、お待たせしました……","0","0","0","2026-06-22 10:00:00","101201001G","abg10100a","2"
"130000303","1300003","2","1","エティアおしごと時基本コスチューム","エティアの基本コスチュームです。","狩猟隊所属のエティアです……
せ、精一杯がんばります……","1","0","0","2024-01-01 00:00:00","101201000X","abg10100a","1"
"130000401","1300004","1","1","フレデリカ基本コスチューム","フレデリカの基本コスチュームです。","これとこれを掛け合わせれば……あれ？
なぜかえっちな媚薬ができた！？","1","0","0","2024-01-01 00:00:00","101301000G","abg10100a","1"
"130000402","1300004","2","1","フレデリカおしごと時基本コスチューム","フレデリカの基本コスチュームです。","これとこれを掛け合わせれば……あれ？
なぜかえっちな媚薬ができた！？","1","0","0","2024-01-01 00:00:00","101301000X","abg10100a","1"
"130000403","1300004","1","2","プリズンユニフォーム","失敗の代償として身につけた、この白と黒の縞模様。
だがこの制服は、彼女の探求の証。
真理の光は、いつも罪と罰の狭間にあるのだから。","ふふっ、取り調べしてくれるのかい？
どんな拷問も耐えてみせようじゃないか","0","0","0","2026-09-09 12:00:00","101301001G","abg10100a","2"
"130000501","1300005","1","1","フィルム基本コスチューム","フィルムの基本コスチュームです。","今どきの子はダメね～。
フィルムお姉さんが一肌脱いであげる♪
","1","0","0","2024-01-01 00:00:00","100701000G","abg10100a","1"
"130000502","1300005","1","2","魅惑のローブ","ローブの隙間から、覗く肌。
その姿は、見る者の想像力を掻き立て、
魅惑の幻想へと誘う。","い、急いで出て来ちゃったから……
この下……何も着てないのよね……","0","0","0","2024-01-01 00:00:00","100701001G","abg13000a","2"
"130000503","1300005","2","1","フィルムおしごと時基本コスチューム","フィルムの基本コスチュームです。","今どきの子はダメね～。
フィルムお姉さんが一肌脱いであげる♪
","1","0","0","2024-01-01 00:00:00","100701000X","abg10100a","1"
"130000601","1300006","1","1","グラディア基本コスチューム","グラディアの基本コスチュームです。","ん？　お父さん……！？
あ、なんだ、司令官か","1","0","0","2024-01-01 00:00:00","101801000G","abg10100a","1"
"130000602","1300006","2","1","グラディアおしごと時基本コスチューム","グラディアの基本コスチュームです。","ん？　お父さん……！？
あ、なんだ、司令官か","1","0","0","2024-01-01 00:00:00","101801000X","abg10100a","1"
"130000701","1300007","1","1","ウィステリア基本コスチューム","ウィステリアの基本コスチュームです。","炎のように揺るがぬ意志で、
私は射抜く。逃がしはしない","1","0","0","2024-01-01 00:00:00","101601000G","abg10100a","1"
"130000702","1300007","2","1","ウィステリアおしごと時基本コスチューム","ウィステリアの基本コスチュームです。","炎のように揺るがぬ意志で、
私は射抜く。逃がしはしない","1","0","0","2024-01-01 00:00:00","101601000X","abg10100a","1"
"130000703","1300007","1","2","オフタイム・ジャージ","休日の部屋着に迷ったらこれ！
ださ……もとい、おしゃれなデザインと、
機能性に長けた、究極のリラックスウェア。","今日は休暇日だぞ？　こういう
リラックス出来る格好でもいいだろ？","0","0","0","2026-06-22 10:00:00","101601001G","abg10100a","2"
"130000801","1300008","1","1","エレクトラ基本コスチューム","エレクトラの基本コスチュームです。","迎撃モード起動。
エレクトラが敵を排除します","1","0","0","2024-01-01 00:00:00","100501000G","abg10100a","1"
"130000802","1300008","2","1","エレクトラおしごと時基本コスチューム","エレクトラの基本コスチュームです。","迎撃モード起動。
エレクトラが敵を排除します","1","0","0","2024-01-01 00:00:00","100501000X","abg10100a","1"
"130000901","1300009","1","1","ヴィーラ基本コスチューム","ヴィーラの基本コスチュームです。","ベリサお姉ちゃんはどこでしょうか？
あ、わたし妹のヴィーラです。","1","0","0","2024-01-01 00:00:00","100801000G","abg10100a","1"
"130000902","1300009","2","1","ヴィーラおしごと時基本コスチューム","ヴィーラの基本コスチュームです。","ベリサお姉ちゃんはどこでしょうか？
あ、わたし妹のヴィーラです。","1","0","0","2024-01-01 00:00:00","100801000X","abg10100a","1"
"130001001","1300010","1","1","ディアーナ基本コスチューム","ディアーナの基本コスチュームです。","さぁ、狩りの時間だ！
ボクの弓からは逃げられないよ♪","1","0","0","2024-01-01 00:00:00","101001000G","abg10100a","1"
"130001002","1300010","2","1","ディアーナおしごと時基本コスチューム","ディアーナの基本コスチュームです。","さぁ、狩りの時間だ！
ボクの弓からは逃げられないよ♪","1","0","0","2024-01-01 00:00:00","101001000X","abg10100a","1"
"130001101","1300011","1","1","ピコ基本コスチューム","ピコの基本コスチュームです。","はぁ～……撮り溜めした動画
いつか配信したいなー……","1","0","0","2024-01-01 00:00:00","101401000G","abg10100a","1"
"130001102","1300011","2","1","ピコおしごと時基本コスチューム","ピコの基本コスチュームです。","はぁ～……撮り溜めした動画
いつか配信したいなー……","1","0","0","2024-01-01 00:00:00","101401000X","abg10100a","1"
"130001201","1300012","1","1","イライザ基本コスチューム","イライザの基本コスチュームです。","我は雷魔法剣士のイライザだ！
無辜の民のため剣を振るおう！","1","0","0","2024-01-01 00:00:00","101501000G","abg10100a","1"
"130001202","1300012","2","1","イライザおしごと時基本コスチューム","イライザの基本コスチュームです。","我は雷魔法剣士のイライザだ！
無辜の民のため剣を振るおう！","1","0","0","2024-01-01 00:00:00","101501000X","abg10100a","1"
"130001401","1300014","1","1","ルシータ基本コスチューム","ルシータの基本コスチュームです。","伝説の大海賊の末裔、ルシータだ！
アタシと新たな航海に出発しようぜ！","1","0","0","2024-01-01 00:00:00","101901000G","abg10100a","1"
"130001402","1300014","2","1","ルシータおしごと時基本コスチューム","ルシータの基本コスチュームです。","伝説の大海賊の末裔、ルシータだ！
アタシと新たな航海に出発しようぜ！","1","0","0","2024-01-01 00:00:00","101901000X","abg10100a","1"
"130001501","1300015","1","1","ラヴェリア基本コスチューム","ラヴェリアの基本コスチュームです。","ルクスノヴァの戦士、ラヴェリアだ。
困ったことがあればいつでも頼ってくれ","1","0","0","2024-01-01 00:00:00","102001000G","abg10100a","1"
"130001502","1300015","2","1","ラヴェリアおしごと時基本コスチューム","ラヴェリアの基本コスチュームです。","ルクスノヴァの戦士、ラヴェリアだ。
困ったことがあればいつでも頼ってくれ","1","0","0","2024-01-01 00:00:00","102001000X","abg10100a","1"
"130001601","1300016","1","1","ヒュメナ基本コスチューム","ヒュメナの基本コスチュームです。","水の神官、ヒュメナだよ♪　この子は、
精霊のウパちゃん。可愛いでしょ～？","1","0","0","2024-01-01 00:00:00","102101000G","abg10100a","1"
"130001603","1300016","1","2","玉水のマーメイド","月夜に照らされた海を舞う人魚。
ひとたびその姿を目にした者は、
永遠に心を奪われてしまう。","えへ、マーメイドさんになっちゃった♪
華麗な泳ぎで君を虜にしちゃうよ～♪","0","0","0","2026-07-31 13:00:00","102101001G","abg13000a","2"
"130001602","1300016","2","1","ヒュメナおしごと時基本コスチューム","ヒュメナの基本コスチュームです。","水の神官、ヒュメナだよ♪　この子は、
精霊のウパちゃん。可愛いでしょ～？","1","0","0","2024-01-01 00:00:00","102101000X","abg10100a","1"
"130001801","1300018","1","1","エアリエル基本コスチューム","エアリエルの基本コスチュームです。","魔法図書館の生き字引として
皆さんのお役に立ちましょう","1","0","0","2024-01-01 00:00:00","102301000G","abg10100a","1"
"130001802","1300018","2","1","エアリエルおしごと時基本コスチューム","エアリエルの基本コスチュームです。","魔法図書館の生き字引として
皆さんのお役に立ちましょう","1","0","0","2024-01-01 00:00:00","102301000X","abg10100a","1"
"130001803","1300018","1","2","常夏のやすらぎ処","パラソルの下、ビーチチェアで本を読んでいた彼女は、
あなたに気づいて微笑みかける。
『このカクテル、あなたも、一杯どう？』","今日は、仕事のことは忘れましょう。
自由で、甘い一日を。……あなたと。","0","0","0","2026-08-20 13:00:00","102301001G","abg13000a","2"
"130001901","1300019","1","1","マニョリア基本コスチューム","マニョリアの基本コスチュームです。","マニョだよ。友だちは植物だけだけど
よろしくね……","1","0","0","2024-01-01 00:00:00","102401000G","abg10100a","1"
"130001902","1300019","2","1","マニョリアおしごと時基本コスチューム","マニョリアの基本コスチュームです。","マニョだよ。友だちは植物だけだけど
よろしくね……","1","0","0","2024-01-01 00:00:00","102401000X","abg10100a","1"
"130002001","1300020","1","1","ウェンディ基本コスチューム","ウェンディの基本コスチュームです。","オートマタのウェンディと申します
あの、力仕事は得意です！","1","0","0","2024-01-01 00:00:00","102501000G","abg10100a","1"
"130002002","1300020","1","2","ゼンマイドール","ゼンマイが動く限り、わたしは笑い、動き続ける。
……もし、わたしの笑顔を望むなら、
この背中のゼンマイを、どうか、止めないで。","ゼンマイを回してくださ～い♪
楽しい演奏、披露しますよ♪","0","0","0","2024-01-01 00:00:00","102501001G","abg11101a","2"
"130002003","1300020","2","1","ウェンディおしごと時基本コスチューム","ウェンディの基本コスチュームです。","オートマタのウェンディと申します
あの、力仕事は得意です！","1","0","0","2024-01-01 00:00:00","102501000X","abg10100a","1"
"130002101","1300021","1","1","シルヴィア基本コスチューム","シルヴィアの基本コスチュームです。","氷の世界から来たシルヴィアです。
すぐ帰るつもりですがお見知りおきを。","1","0","0","2024-01-01 00:00:00","102601000G","abg10100a","1"
"130002102","1300021","2","1","シルヴィアおしごと時基本コスチューム","シルヴィアの基本コスチュームです。","氷の世界から来たシルヴィアです。
すぐ帰るつもりですがお見知りおきを。","1","0","0","2024-01-01 00:00:00","102601000X","abg10100a","1"
"130002301","1300023","1","1","エミリー基本コスチューム","エミリーの基本コスチュームです。","はいはーい！　ご注文はなんですかー？","1","0","0","2024-01-01 00:00:00","102801000G","abg10100a","1"
"130002302","1300023","2","1","エミリーおしごと時基本コスチューム","エミリーの基本コスチュームです。","はいはーい！　ご注文はなんですかー？","1","0","0","2024-01-01 00:00:00","102801000X","abg10100a","1"
"130002303","1300023","2","2","キューティデビル","その笑顔と甘い言葉にご用心。
この小悪魔に心を奪われたら、後戻りなどできはしない。
魂が燃え尽きるまでその魅力に溺れてしまうだろう。","サキュバスになり切れって言われても
あ、あたしに出来るかなぁ～……","0","0","0","2026-06-25 10:00:00","102801001X","abg13000a","2"
"130002401","1300024","1","1","ミルティーユ基本コスチューム","ミルティーユの基本コスチュームです。","疲れた時は、ミルの作った
甘～いスイーツで癒されてくださいね","1","0","0","2024-01-01 00:00:00","102901000G","abg10100a","1"
"130002402","1300024","2","1","ミルティーユおしごと時基本コスチューム","ミルティーユの基本コスチュームです。","疲れた時は、ミルの作った
甘～いスイーツで癒されてくださいね","1","0","0","2024-01-01 00:00:00","102901000X","abg10100a","1"
"130002601","1300026","1","1","ハツネ基本コスチューム","ハツネの基本コスチュームです。","あたしの名はハツネ！
刀の扱いならあたしに任せて！","1","0","0","2024-01-01 00:00:00","103101000G","abg10100a","1"
"130002602","1300026","2","1","ハツネおしごと時基本コスチューム","ハツネの基本コスチュームです。","あたしの名はハツネ！
刀の扱いならあたしに任せて！","1","0","0","2024-01-01 00:00:00","103101000X","abg10100a","1"
"130002701","1300027","1","1","フィオナ基本コスチューム","フィオナの基本コスチュームです。","フィオナとポパパポパは
とっても仲が良いんですよぉ","1","0","0","2024-01-01 00:00:00","105601000G","abg10100a","1"
"130002702","1300027","2","1","フィオナおしごと時基本コスチューム","フィオナの基本コスチュームです。","フィオナとポパパポパは
とっても仲が良いんですよぉ","1","0","0","2024-01-01 00:00:00","105601000X","abg10100a","1"
"130002901","1300029","1","1","クレハ基本コスチューム","クレハの基本コスチュームです。","婚姻の儀を終えるまで……
誰にも、この想いは止められません","1","0","0","2024-01-01 00:00:00","105801000G","abg10100a","1"
"130002902","1300029","2","1","クレハおしごと時基本コスチューム","クレハの基本コスチュームです。","婚姻の儀を終えるまで……
誰にも、この想いは止められません","1","0","0","2024-01-01 00:00:00","105801000X","abg10100a","1"
"130003001","1300030","1","1","ニナ基本コスチューム","ニナの基本コスチュームです。","ペルディオンメイド協会より参りました
ニナと申します","1","0","0","2024-01-01 00:00:00","106101000G","abg10100a","1"
"130003002","1300030","1","2","街角の待ち合わせ","街角で待つ、心躍る時間。
この日のために、選んだ一着。
会った瞬間、あなたはどんな顔をするだろう？","折角のデートなので、おめかしをと……
いかがでしょうか、御主人様","0","0","0","2024-01-01 00:00:00","106101001G","abg10200a","2"
"130003003","1300030","2","1","ニナおしごと時基本コスチューム","ニナの基本コスチュームです。","ペルディオンメイド協会より参りました
ニナと申します","1","0","0","2024-01-01 00:00:00","106101000X","abg10100a","1"
