"CharacterId","CharacterName","CharacterRarity","SkillOrder","CharacterAbilityId","SkillAssetId","SkillName","AbilityNo","AwakeLevel","Level","Description","AwakeDescription","EffectAssetId","EffectValue","EffectTypeId","EffectTypeName","EffectTypeCode","EffectGrade","TargetCode","SituationCode","ScopeCode","RuntimeEffectCode","ReleaseConditions"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","0","9","データ未設計","","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","0","10","データ未設計","","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","1","1","自身の会心率が{15%}上昇、自身の最大HPが{10%}上昇","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","1","2","自身の会心率が{15.8%}上昇、自身の最大HPが{12.5%}上昇","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","1","3","自身の会心率が{16.6%}上昇、自身の最大HPが{15%}上昇","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","1","4","自身の会心率が{17.5%}上昇、自身の最大HPが{17.5%}上昇","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","1","5","自身の会心率が{19.1%}上昇、自身の最大HPが{20%}上昇","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","1","6","データ未設計","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","1","7","データ未設計","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","1","8","データ未設計","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","1","9","データ未設計","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","1","10","データ未設計","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","2","1","自身の会心率が{15%}上昇、自身の最大HPが{10%}上昇","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","2","2","自身の会心率が{15.8%}上昇、自身の最大HPが{12.5%}上昇","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","2","3","自身の会心率が{16.6%}上昇、自身の最大HPが{15%}上昇","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","2","4","自身の会心率が{17.5%}上昇、自身の最大HPが{17.5%}上昇","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","2","5","自身の会心率が{19.1%}上昇、自身の最大HPが{20%}上昇","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","2","6","データ未設計","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","2","7","データ未設計","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","2","8","データ未設計","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","2","9","データ未設計","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100001","シャオレイ","1","2","110000102","Ability_Critical_01","神速一閃","10002","2","10","データ未設計","テスト覚醒効果","20068","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100002","ノエミ","1","1","110000201","Ability_Defense_01","神の祝福","10003","0","1","自身の最大HPが【{2.5%}】上昇","","20069","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100002","ノエミ","1","1","110000201","Ability_Defense_01","神の祝福","10003","0","2","自身の最大HPが【{4.3%}】上昇","","20069","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100002","ノエミ","1","1","110000201","Ability_Defense_01","神の祝福","10003","0","3","自身の最大HPが【{6.2%}】上昇","","20069","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100002","ノエミ","1","1","110000201","Ability_Defense_01","神の祝福","10003","0","4","自身の最大HPが【{8.1%}】上昇","","20069","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100002","ノエミ","1","1","110000201","Ability_Defense_01","神の祝福","10003","0","5","自身の最大HPが【{11.8%}】上昇","","20069","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100002","ノエミ","1","1","110000201","Ability_Defense_01","神の祝福","10003","0","6","自身の最大HPが【{13.7%}】上昇","","20069","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100002","ノエミ","1","1","110000201","Ability_Defense_01","神の祝福","10003","0","7","自身の最大HPが【{15.6%}】上昇","","20069","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100002","ノエミ","1","1","110000201","Ability_Defense_01","神の祝福","10003","0","8","自身の最大HPが【{19.3%}】上昇","","20069","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100002","ノエミ","1","1","110000201","Ability_Defense_01","神の祝福","10003","0","9","自身の最大HPが【{21.2%}】上昇","","20069","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100002","ノエミ","1","1","110000201","Ability_Defense_01","神の祝福","10003","0","10","自身の最大HPが【{25%}】上昇","","20069","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100002","ノエミ","1","2","110000202","Ability_Attack_01","士気高揚","10004","0","1","自身の攻撃力が【{2.5%}】上昇","","20070","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100002","ノエミ","1","2","110000202","Ability_Attack_01","士気高揚","10004","0","2","自身の攻撃力が【{4.3%}】上昇","","20070","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100002","ノエミ","1","2","110000202","Ability_Attack_01","士気高揚","10004","0","3","自身の攻撃力が【{6.2%}】上昇","","20070","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100002","ノエミ","1","2","110000202","Ability_Attack_01","士気高揚","10004","0","4","自身の攻撃力が【{8.1%}】上昇","","20070","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100002","ノエミ","1","2","110000202","Ability_Attack_01","士気高揚","10004","0","5","自身の攻撃力が【{11.8%}】上昇","","20070","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100002","ノエミ","1","2","110000202","Ability_Attack_01","士気高揚","10004","0","6","データ未設計","","20070","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100002","ノエミ","1","2","110000202","Ability_Attack_01","士気高揚","10004","0","7","データ未設計","","20070","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100002","ノエミ","1","2","110000202","Ability_Attack_01","士気高揚","10004","0","8","データ未設計","","20070","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100002","ノエミ","1","2","110000202","Ability_Attack_01","士気高揚","10004","0","9","データ未設計","","20070","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100002","ノエミ","1","2","110000202","Ability_Attack_01","士気高揚","10004","0","10","データ未設計","","20070","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","1","110000301","Ability_Defense_01","クイックステップ","10117","0","1","自身の回避率が【{10%}】上昇","","20249","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100003","ルカ","1","1","110000301","Ability_Defense_01","クイックステップ","10117","0","2","自身の回避率が【{10.4%}】上昇","","20249","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100003","ルカ","1","1","110000301","Ability_Defense_01","クイックステップ","10117","0","3","自身の回避率が【{10.8%}】上昇","","20249","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100003","ルカ","1","1","110000301","Ability_Defense_01","クイックステップ","10117","0","4","自身の回避率が【{11.2%}】上昇","","20249","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100003","ルカ","1","1","110000301","Ability_Defense_01","クイックステップ","10117","0","5","自身の回避率が【{12%}】上昇","","20249","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100003","ルカ","1","1","110000301","Ability_Defense_01","クイックステップ","10117","0","6","自身の回避率が【{12.5%}】上昇","","20249","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100003","ルカ","1","1","110000301","Ability_Defense_01","クイックステップ","10117","0","7","自身の回避率が【{12.9%}】上昇","","20249","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100003","ルカ","1","1","110000301","Ability_Defense_01","クイックステップ","10117","0","8","自身の回避率が【{13.7%}】上昇","","20249","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100003","ルカ","1","1","110000301","Ability_Defense_01","クイックステップ","10117","0","9","自身の回避率が【{14.1%}】上昇","","20249","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100003","ルカ","1","1","110000301","Ability_Defense_01","クイックステップ","10117","0","10","自身の回避率が【{15%}】上昇","","20249","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","1","自身が敵フロントに対して与えるダメージが【{0.5%}】上昇 / バトル開始時、自身に紋章：衝撃を【5】付与（クエスト中1回まで）","","20175","1","1","クライアント効果","Battle","White","Self","Passive","","PassiveBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","1","自身が敵フロントに対して与えるダメージが【{0.5%}】上昇 / バトル開始時、自身に紋章：衝撃を【5】付与（クエスト中1回まで）","","20274","1","1","クライアント効果","Battle","White","Self","StartBattle","","ParameterBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","2","自身が敵フロントに対して与えるダメージが【{0.8%}】上昇 / バトル開始時、自身に紋章：衝撃を【5】付与（クエスト中1回まで）","","20175","1","1","クライアント効果","Battle","White","Self","Passive","","PassiveBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","2","自身が敵フロントに対して与えるダメージが【{0.8%}】上昇 / バトル開始時、自身に紋章：衝撃を【5】付与（クエスト中1回まで）","","20274","1","1","クライアント効果","Battle","White","Self","StartBattle","","ParameterBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","3","自身が敵フロントに対して与えるダメージが【{1.2%}】上昇 / バトル開始時、自身に紋章：衝撃を【5】付与（クエスト中1回まで）","","20175","1","1","クライアント効果","Battle","White","Self","Passive","","PassiveBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","3","自身が敵フロントに対して与えるダメージが【{1.2%}】上昇 / バトル開始時、自身に紋章：衝撃を【5】付与（クエスト中1回まで）","","20274","1","1","クライアント効果","Battle","White","Self","StartBattle","","ParameterBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","4","自身が敵フロントに対して与えるダメージが【{1.6%}】上昇 / バトル開始時、自身に紋章：衝撃を【5】付与（クエスト中1回まで）","","20175","1","1","クライアント効果","Battle","White","Self","Passive","","PassiveBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","4","自身が敵フロントに対して与えるダメージが【{1.6%}】上昇 / バトル開始時、自身に紋章：衝撃を【5】付与（クエスト中1回まで）","","20274","1","1","クライアント効果","Battle","White","Self","StartBattle","","ParameterBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","5","自身が敵フロントに対して与えるダメージが【{2.3%}】上昇 / バトル開始時、自身に紋章：衝撃を【5】付与（クエスト中1回まで）","","20175","1","1","クライアント効果","Battle","White","Self","Passive","","PassiveBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","5","自身が敵フロントに対して与えるダメージが【{2.3%}】上昇 / バトル開始時、自身に紋章：衝撃を【5】付与（クエスト中1回まで）","","20274","1","1","クライアント効果","Battle","White","Self","StartBattle","","ParameterBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","6","データ未設計","","20175","1","1","クライアント効果","Battle","White","Self","Passive","","PassiveBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","6","データ未設計","","20274","1","1","クライアント効果","Battle","White","Self","StartBattle","","ParameterBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","7","データ未設計","","20175","1","1","クライアント効果","Battle","White","Self","Passive","","PassiveBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","7","データ未設計","","20274","1","1","クライアント効果","Battle","White","Self","StartBattle","","ParameterBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","8","データ未設計","","20175","1","1","クライアント効果","Battle","White","Self","Passive","","PassiveBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","8","データ未設計","","20274","1","1","クライアント効果","Battle","White","Self","StartBattle","","ParameterBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","9","データ未設計","","20175","1","1","クライアント効果","Battle","White","Self","Passive","","PassiveBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","9","データ未設計","","20274","1","1","クライアント効果","Battle","White","Self","StartBattle","","ParameterBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","10","データ未設計","","20175","1","1","クライアント効果","Battle","White","Self","Passive","","PassiveBuff","lv=1,type=2,value=5"
"1100003","ルカ","1","2","110000302","Ability_Attack_01","鉄槌一閃","10118","0","10","データ未設計","","20274","1","1","クライアント効果","Battle","White","Self","StartBattle","","ParameterBuff","lv=1,type=2,value=5"
"1100004","ヤチヨ","1","1","110000401","Ability_Attack_01","巫女の底力","10119","0","1","自身の攻撃力が【{2.5%}】上昇","","20176","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100004","ヤチヨ","1","1","110000401","Ability_Attack_01","巫女の底力","10119","0","2","自身の攻撃力が【{4.3%}】上昇","","20176","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100004","ヤチヨ","1","1","110000401","Ability_Attack_01","巫女の底力","10119","0","3","自身の攻撃力が【{6.2%}】上昇","","20176","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100004","ヤチヨ","1","1","110000401","Ability_Attack_01","巫女の底力","10119","0","4","自身の攻撃力が【{8.1%}】上昇","","20176","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100004","ヤチヨ","1","1","110000401","Ability_Attack_01","巫女の底力","10119","0","5","自身の攻撃力が【{11.8%}】上昇","","20176","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
"1100004","ヤチヨ","1","1","110000401","Ability_Attack_01","巫女の底力","10119","0","6","自身の攻撃力が【{13.7%}】上昇","","20176","1","1","クライアント効果","Battle","White","Self","BuiltIn","","ParameterBuff",""
