"Catalog","AbilityEffectAssetId","EffectCode","TargetCode","SituationCode","ScopeCode","SubAssetCount","PathId"
"NetherCodeAbilityEffectAssetCatalog","100018","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","-3296213029430454187"
"NetherCodeAbilityEffectAssetCatalog","100019","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","-2530100187872004132"
"NetherCodeAbilityEffectAssetCatalog","100020","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","3647670727591371548"
"NetherCodeAbilityEffectAssetCatalog","100021","ParameterBuff","Self","Duration","PlayerSideOnly","4","-550910649151323894"
"NetherCodeAbilityEffectAssetCatalog","100022","ParameterBuff","Self","Duration","PlayerSideOnly","4","5659683489584556883"
"NetherCodeAbilityEffectAssetCatalog","100023","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","1279002287581823181"
"NetherCodeAbilityEffectAssetCatalog","100024","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","883860059735255138"
"NetherCodeAbilityEffectAssetCatalog","100025","ParameterBuff","FriendAll","SpendBuff","PlayerSideOnly","4","4521279093973986295"
"NetherCodeAbilityEffectAssetCatalog","100026","ParameterBuff","FriendAll","SpendBuff","PlayerSideOnly","4","-7823045820497139498"
"NetherCodeAbilityEffectAssetCatalog","100027","ParameterBuff","FriendAll","ActivateForceChain","PlayerSideOnly","4","3716836645385096472"
"NetherCodeAbilityEffectAssetCatalog","100028","ParameterBuff","FriendAll","ActivateForceChain","PlayerSideOnly","4","1756101624979518990"
"NetherCodeAbilityEffectAssetCatalog","100029","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","6253626942725220144"
"NetherCodeAbilityEffectAssetCatalog","100030","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","-8003934748559638589"
"NetherCodeAbilityEffectAssetCatalog","100031","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","1767663455152816300"
"NetherCodeAbilityEffectAssetCatalog","100032","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","-3562420788972974120"
"NetherCodeAbilityEffectAssetCatalog","100033","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","-2478620583039822462"
"NetherCodeAbilityEffectAssetCatalog","100034","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","6658659129283588048"
"NetherCodeAbilityEffectAssetCatalog","100035","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","-7235938320989738851"
"NetherCodeAbilityEffectAssetCatalog","100036","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","859801185205775837"
"NetherCodeAbilityEffectAssetCatalog","100037","ParameterBuff","Self","StartBattle","PlayerSideOnly","4","-8260959909430938921"
"NetherCodeAbilityEffectAssetCatalog","100038","ParameterBuff","Self","StartBattle","PlayerSideOnly","4","-8408362142511822259"
"NetherCodeAbilityEffectAssetCatalog","100039","ParameterBuff","Self","StartBattle","PlayerSideOnly","4","-8536405431234618734"
"NetherCodeAbilityEffectAssetCatalog","100040","StackLinkedPassiveBuff","FriendAll","StartBattle","PlayerSideOnly","4","3953552475407889162"
"NetherCodeAbilityEffectAssetCatalog","100041","StackLinkedPassiveBuff","FriendAll","StartBattle","PlayerSideOnly","4","-8032036749338717471"
"NetherCodeAbilityEffectAssetCatalog","100042","StackLinkedPassiveBuff","FriendAll","StartBattle","PlayerSideOnly","4","2558150861296899245"
"NetherCodeAbilityEffectAssetCatalog","100043","StackLinkedPassiveBuff","FriendAll","StartBattle","PlayerSideOnly","4","-3509483302158578691"
"NetherCodeAbilityEffectAssetCatalog","100044","StackLinkedPassiveBuff","FriendAll","StartBattle","PlayerSideOnly","4","4034735262401326432"
"NetherCodeAbilityEffectAssetCatalog","100045","StackLinkedPassiveBuff","FriendAll","StartBattle","PlayerSideOnly","4","-7214020878287306165"
"NetherCodeAbilityEffectAssetCatalog","100046","StackLinkedPassiveBuff","FriendAll","StartBattle","PlayerSideOnly","4","-5599367472297998052"
"NetherCodeAbilityEffectAssetCatalog","100047","StackLinkedPassiveBuff","FriendAll","StartBattle","PlayerSideOnly","4","-9180126669760173372"
"NetherCodeAbilityEffectAssetCatalog","100048","ParameterBuff","Self","Duration","PlayerSideOnly","4","-6133624545109208107"
"NetherCodeAbilityEffectAssetCatalog","100049","ParameterBuff","Self","Duration","PlayerSideOnly","4","-954803265392050127"
"NetherCodeAbilityEffectAssetCatalog","100050","StackLinkedPassiveBuff","FriendAll","StartBattle","PlayerSideOnly","4","-905693749439836681"
"NetherCodeAbilityEffectAssetCatalog","100051","StackLinkedPassiveBuff","FriendAll","StartBattle","PlayerSideOnly","4","-1247939529349272149"
"NetherCodeAbilityEffectAssetCatalog","100052","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","-6583406482119155143"
"NetherCodeAbilityEffectAssetCatalog","100053","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","9015079780871473144"
"NetherCodeAbilityEffectAssetCatalog","100054","ParameterBuff","FriendAll","ActivateForceChain","PlayerSideOnly","4","2816813879332010145"
"NetherCodeAbilityEffectAssetCatalog","100055","ParameterBuff","FriendAll","ActivateForceChain","PlayerSideOnly","4","-1697831892591001240"
"NetherCodeAbilityEffectAssetCatalog","100056","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-182402182138159149"
"NetherCodeAbilityEffectAssetCatalog","100057","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","4427990574659064187"
"NetherCodeAbilityEffectAssetCatalog","100058","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-7345541903222778115"
"NetherCodeAbilityEffectAssetCatalog","100059","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-6335133271835331245"
"NetherCodeAbilityEffectAssetCatalog","100060","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-4797071892435443307"
"NetherCodeAbilityEffectAssetCatalog","100061","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","1147801108604926197"
"NetherCodeAbilityEffectAssetCatalog","100062","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-8859449213363691631"
"NetherCodeAbilityEffectAssetCatalog","100063","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-8816789458354698295"
"NetherCodeAbilityEffectAssetCatalog","100064","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-1962648618564479410"
"NetherCodeAbilityEffectAssetCatalog","100065","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-2781288985822432834"
"NetherCodeAbilityEffectAssetCatalog","100066","ParameterBuff","Self","BelowErosion","PlayerSideOnly","4","8425195618247541773"
"NetherCodeAbilityEffectAssetCatalog","100067","ParameterBuff","Self","BelowErosion","PlayerSideOnly","4","-2528375532114001849"
"NetherCodeAbilityEffectAssetCatalog","100068","ParameterBuff","Self","BelowErosion","PlayerSideOnly","4","-9019217973816253220"
"NetherCodeAbilityEffectAssetCatalog","100069","ParameterBuff","Self","BelowErosion","PlayerSideOnly","4","-7884077277913428166"
"NetherCodeAbilityEffectAssetCatalog","100070","ChargeMana","Self","BelowErosion","PlayerSideOnly","4","-3382415498080678069"
"NetherCodeAbilityEffectAssetCatalog","100071","ChargeMana","Self","BelowErosion","PlayerSideOnly","4","4145393388334613505"
"NetherCodeAbilityEffectAssetCatalog","100072","SkillCharge","Self","BelowErosion","PlayerSideOnly","4","-6485462149857161013"
"NetherCodeAbilityEffectAssetCatalog","100073","SkillCharge","Self","BelowErosion","PlayerSideOnly","4","-1044887542402919787"
"NetherCodeAbilityEffectAssetCatalog","100074","ParameterBuff","Self","BelowErosion","PlayerSideOnly","4","6706621645523260297"
"NetherCodeAbilityEffectAssetCatalog","100075","ParameterBuff","Self","BelowErosion","PlayerSideOnly","4","7006169433883838995"
"NetherCodeAbilityEffectAssetCatalog","100076","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-4525046812894811274"
"NetherCodeAbilityEffectAssetCatalog","100077","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","6252555661112999381"
"NetherCodeAbilityEffectAssetCatalog","100078","ChargeMana","Self","BelowErosion","PlayerSideOnly","4","6731484325604115254"
"NetherCodeAbilityEffectAssetCatalog","100079","ChargeMana","Self","BelowErosion","PlayerSideOnly","4","-2378952453850867654"
"NetherCodeAbilityEffectAssetCatalog","100081","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-4671980577083945063"
"NetherCodeAbilityEffectAssetCatalog","100082","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","4539811492794232328"
"NetherCodeAbilityEffectAssetCatalog","100083","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-8091838741239255884"
"NetherCodeAbilityEffectAssetCatalog","100084","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","695165601453006337"
"NetherCodeAbilityEffectAssetCatalog","100085","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","9157114652865892507"
"NetherCodeAbilityEffectAssetCatalog","100086","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-2358066423356396821"
"NetherCodeAbilityEffectAssetCatalog","100087","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","1379931102575229862"
"NetherCodeAbilityEffectAssetCatalog","100088","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","5046864490931863061"
"NetherCodeAbilityEffectAssetCatalog","100089","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-5575846359316951181"
"NetherCodeAbilityEffectAssetCatalog","100090","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","9123610618510159233"
"NetherCodeAbilityEffectAssetCatalog","100091","ParameterBuff","Self","AboveErosion","PlayerSideOnly","4","3489042126799193024"
"NetherCodeAbilityEffectAssetCatalog","100092","ParameterBuff","Self","AboveErosion","PlayerSideOnly","4","-7962410427585996381"
"NetherCodeAbilityEffectAssetCatalog","100093","ParameterBuff","Self","AboveErosion","PlayerSideOnly","4","5473818119100583831"
"NetherCodeAbilityEffectAssetCatalog","100094","ParameterBuff","Self","AboveErosion","PlayerSideOnly","4","7625512620318481543"
"NetherCodeAbilityEffectAssetCatalog","100095","ChargeMana","Self","AboveErosion","PlayerSideOnly","4","2986464075367458042"
"NetherCodeAbilityEffectAssetCatalog","100096","ChargeMana","Self","AboveErosion","PlayerSideOnly","4","-1318475157412391261"
"NetherCodeAbilityEffectAssetCatalog","100097","SkillCharge","Self","AboveErosion","PlayerSideOnly","4","940165379383782648"
"NetherCodeAbilityEffectAssetCatalog","100098","SkillCharge","Self","AboveErosion","PlayerSideOnly","4","-8998609680793970159"
"NetherCodeAbilityEffectAssetCatalog","100099","ParameterBuff","Self","AboveErosion","PlayerSideOnly","4","-8801909353093701165"
"NetherCodeAbilityEffectAssetCatalog","100100","ParameterBuff","Self","AboveErosion","PlayerSideOnly","4","263556474284291909"
"NetherCodeAbilityEffectAssetCatalog","100101","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-3323332561295742729"
"NetherCodeAbilityEffectAssetCatalog","100102","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","6285236366304000690"
"NetherCodeAbilityEffectAssetCatalog","100103","ChargeMana","Self","AboveErosion","PlayerSideOnly","4","-5497652866964965331"
"NetherCodeAbilityEffectAssetCatalog","100104","ChargeMana","Self","AboveErosion","PlayerSideOnly","4","191012914863710652"
"NetherCodeAbilityEffectAssetCatalog","100106","ParameterBuff","Self","GameStart","PlayerSideOnly","4","-4034400594637822448"
"NetherCodeAbilityEffectAssetCatalog","100107","ParameterBuff","Self","SpendBuff","PlayerSideOnly","4","-4124580978344946029"
"NetherCodeAbilityEffectAssetCatalog","100108","ParameterBuff","Self","SpendBuff","PlayerSideOnly","4","-6891501479268590543"
"NetherCodeAbilityEffectAssetCatalog","100109","ParameterBuff","Self","SpendBuff","PlayerSideOnly","4","-9014124392700758580"
"NetherCodeAbilityEffectAssetCatalog","100110","ParameterBuff","Self","SpendBuff","PlayerSideOnly","4","-5145464145437732613"
"NetherCodeAbilityEffectAssetCatalog","100111","ParameterBuff","Self","SpendBuff","PlayerSideOnly","4","5865058337616287359"
"NetherCodeAbilityEffectAssetCatalog","100112","ParameterBuff","Self","SpendBuff","PlayerSideOnly","4","-5452087968222212805"
"NetherCodeAbilityEffectAssetCatalog","100113","ParameterBuff","Self","SpendBuff","PlayerSideOnly","4","1565158516997343389"
"NetherCodeAbilityEffectAssetCatalog","100114","ParameterBuff","Self","SpendBuff","PlayerSideOnly","4","124231091561292896"
"NetherCodeAbilityEffectAssetCatalog","100115","ParameterBuff","Self","StartBattle","PlayerSideOnly","4","-2946227102564223299"
"NetherCodeAbilityEffectAssetCatalog","100116","ParameterBuff","Self","StartBattle","PlayerSideOnly","4","8812304947074174083"
"NetherCodeAbilityEffectAssetCatalog","100117","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","4556753700719912528"
"NetherCodeAbilityEffectAssetCatalog","100118","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","-4590059942219799258"
"NetherCodeAbilityEffectAssetCatalog","100119","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","6280547110819861711"
"NetherCodeAbilityEffectAssetCatalog","100120","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","-2294826488347129637"
"NetherCodeAbilityEffectAssetCatalog","100121","ParameterBuff","Self","Duration","PlayerSideOnly","4","2737911289107156514"
"NetherCodeAbilityEffectAssetCatalog","100122","ParameterBuff","Self","Duration","PlayerSideOnly","4","2104060051359238974"
"NetherCodeAbilityEffectAssetCatalog","100123","ParameterBuff","Self","SpendBuff","PlayerSideOnly","4","2790329446968487880"
"NetherCodeAbilityEffectAssetCatalog","100124","ParameterBuff","Self","SpendBuff","PlayerSideOnly","4","-8864700964607749940"
"NetherCodeAbilityEffectAssetCatalog","100125","ParameterBuff","Self","ActivateForceChain","PlayerSideOnly","4","2754640738781343162"
"NetherCodeAbilityEffectAssetCatalog","100126","ParameterBuff","Self","ActivateForceChain","PlayerSideOnly","4","6573836355050358714"
"NetherCodeAbilityEffectAssetCatalog","100127","ParameterBuff","Self","StartBattle","PlayerSideOnly","4","-2017269121150293573"
"NetherCodeAbilityEffectAssetCatalog","100128","ParameterBuff","Self","SpendBuff","PlayerSideOnly","4","-3677072886041116473"
"NetherCodeAbilityEffectAssetCatalog","100129","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","7148915580543962497"
"NetherCodeAbilityEffectAssetCatalog","100130","ParameterBuff","Self","GameStart","PlayerSideOnly","4","-9200672208281105758"
"NetherCodeAbilityEffectAssetCatalog","100131","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","-1663989143800829392"
"NetherCodeAbilityEffectAssetCatalog","100132","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","6861127895148819828"
"NetherCodeAbilityEffectAssetCatalog","100133","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","-7896952492651130254"
"NetherCodeAbilityEffectAssetCatalog","100134","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","-7632553206884732617"
"NetherCodeAbilityEffectAssetCatalog","100135","ParameterBuff","Self","StartBattle","PlayerSideOnly","4","6725893712444411801"
"NetherCodeAbilityEffectAssetCatalog","100136","ParameterBuff","Self","StartBattle","PlayerSideOnly","4","-409693009145224076"
"NetherCodeAbilityEffectAssetCatalog","100137","StackLinkedPassiveBuff","Self","StartBattle","PlayerSideOnly","4","7804152974558716453"
"NetherCodeAbilityEffectAssetCatalog","100138","StackLinkedPassiveBuff","Self","StartBattle","PlayerSideOnly","4","1456112737992710132"
"NetherCodeAbilityEffectAssetCatalog","100139","StackLinkedPassiveBuff","Self","StartBattle","PlayerSideOnly","4","5673405707016476404"
"NetherCodeAbilityEffectAssetCatalog","100140","StackLinkedPassiveBuff","Self","StartBattle","PlayerSideOnly","4","4300420366874505882"
"NetherCodeAbilityEffectAssetCatalog","100141","StackLinkedPassiveBuff","Self","StartBattle","PlayerSideOnly","4","531486925297307220"
"NetherCodeAbilityEffectAssetCatalog","100142","StackLinkedPassiveBuff","Self","StartBattle","PlayerSideOnly","4","-3419365507021452959"
"NetherCodeAbilityEffectAssetCatalog","100143","StackLinkedPassiveBuff","Self","StartBattle","PlayerSideOnly","4","1774897112240493808"
"NetherCodeAbilityEffectAssetCatalog","100144","StackLinkedPassiveBuff","Self","StartBattle","PlayerSideOnly","4","6273043995707358643"
"NetherCodeAbilityEffectAssetCatalog","100145","ParameterBuff","Self","Duration","PlayerSideOnly","4","8437794184132882034"
"NetherCodeAbilityEffectAssetCatalog","100146","ParameterBuff","Self","Duration","PlayerSideOnly","4","4185155526864985508"
"NetherCodeAbilityEffectAssetCatalog","100147","StackLinkedPassiveBuff","Self","StartBattle","PlayerSideOnly","4","2463038992690591610"
"NetherCodeAbilityEffectAssetCatalog","100148","StackLinkedPassiveBuff","Self","StartBattle","PlayerSideOnly","4","-6361816768078046493"
"NetherCodeAbilityEffectAssetCatalog","100149","ParameterBuff","Self","ActivateForceChain","PlayerSideOnly","4","3370670646378635780"
"NetherCodeAbilityEffectAssetCatalog","100150","ParameterBuff","Self","ActivateForceChain","PlayerSideOnly","4","-4015790641107288630"
"NetherCodeAbilityEffectAssetCatalog","100151","ParameterBuff","Self","StartBattle","PlayerSideOnly","4","-4186140772233798125"
"NetherCodeAbilityEffectAssetCatalog","100152","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","2435420515880626714"
"NetherCodeAbilityEffectAssetCatalog","100153","ParameterBuff","Self","ReceiveBuff","PlayerSideOnly","4","5675684131973232514"
"NetherCodeAbilityEffectAssetCatalog","100154","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-7673518764455848703"
"NetherCodeAbilityEffectAssetCatalog","100155","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-168627899592035421"
"NetherCodeAbilityEffectAssetCatalog","100156","ChargeMana","Self","BelowErosion","PlayerSideOnly","4","896266259846458239"
"NetherCodeAbilityEffectAssetCatalog","100157","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","2327771919659334339"
"NetherCodeAbilityEffectAssetCatalog","100158","ErosionLinkedBuff","Self","GameStart","PlayerSideOnly","4","-1361472645296806989"
"NetherCodeAbilityEffectAssetCatalog","100159","ChargeMana","Self","AboveErosion","PlayerSideOnly","4","2834667048362616996"
