"Catalog","AbilityEffectAssetId","EffectCode","TargetCode","SituationCode","ScopeCode","SubAssetCount","PathId"
"AbilityEffectAssetCatalog","11002","AppendSkill","SucceedAttack","GiveDamage","","3","-846737552838496036"
"AbilityEffectAssetCatalog","11003","ParameterBuff","FriendAll","StartBattle","","3","-557141999763319868"
"AbilityEffectAssetCatalog","11004","AppendSkill","SucceedAttack","GiveDamage","","3","-9096118706344968941"
"AbilityEffectAssetCatalog","11005","StackLinkedPassiveBuff","Self","Passive","","3","-7239364717459928712"
"AbilityEffectAssetCatalog","11006","ParameterBuff","FriendAll","SpendBuff","","3","5293527723569754065"
"AbilityEffectAssetCatalog","11007","ParameterBuff","FriendAll","SpendBuff","","3","-2072392453692136751"
"AbilityEffectAssetCatalog","11008","AppendSkill","SucceedAttack","GiveDamage","","3","-6429504489423072569"
"AbilityEffectAssetCatalog","11009","ParameterBuff","FriendAll","ReceiveBuff","","3","6673098570536203972"
"AbilityEffectAssetCatalog","11010","ParameterBuff","FriendAll","DestroyEnemy","","3","6504306915458096957"
"AbilityEffectAssetCatalog","11011","AppendSkill","SucceedAttack","GiveDamage","","3","-836491546208184607"
"AbilityEffectAssetCatalog","11012","ParameterBuff","FriendAll","Duration","","3","509971526937133638"
"AbilityEffectAssetCatalog","11013","AppendSkill","SucceedAttack","GiveDamage","","3","-4782633138178468953"
"AbilityEffectAssetCatalog","11014","ParameterBuff","FriendAll","SpendBuff","","3","-8898242720305535790"
"AbilityEffectAssetCatalog","11015","ParameterBuff","FriendAll","ReceiveBuff","","3","6980017075480931226"
"AbilityEffectAssetCatalog","11016","ParameterBuff","FriendAll","Critical","","3","267633477523742885"
"AbilityEffectAssetCatalog","11017","AppendSkill","SucceedAttack","GiveDamage","","3","-23578689655054836"
"AbilityEffectAssetCatalog","11018","ParameterBuff","Self","BuiltIn","","3","1447772501897626320"
"AbilityEffectAssetCatalog","11019","ParameterBuff","Self","SpendBuff","","3","-7945196501419405981"
"AbilityEffectAssetCatalog","11020","ParameterBuff","SucceedRecover","GiveRecovery","","3","-6797979052738748074"
"AbilityEffectAssetCatalog","11021","ParameterBuff","FriendAll","SpendBuff","","3","2325920375414878069"
"AbilityEffectAssetCatalog","11022","ParameterBuff","FriendAll","DeadEnemy","","3","-1838441015287610634"
"AbilityEffectAssetCatalog","11023","ParameterBuff","Self","Passive","","3","-1627623983382267282"
"AbilityEffectAssetCatalog","11024","ParameterBuff","FriendAll","ReceiveBuff","","3","-5036767966322933919"
"AbilityEffectAssetCatalog","11025","StackLinkedPassiveBuff","Self","Passive","","3","2062202609517074358"
"AbilityEffectAssetCatalog","11026","ParameterBuff","FriendAll","SpendBuff","","3","8883585841147199538"
"AbilityEffectAssetCatalog","11027","ParameterBuff","FriendAll","Duration","","3","-8193122625608737604"
"AbilityEffectAssetCatalog","11028","ParameterBuff","Self","ActivateForceChain","","3","7198782670177933948"
"AbilityEffectAssetCatalog","11029","ParameterBuff","FriendAll","SpendBuff","","3","-3460511413385166568"
"AbilityEffectAssetCatalog","11030","ParameterBuff","FriendAll","ReceiveBuff","","3","-1297112988403702395"
"AbilityEffectAssetCatalog","11031","ParameterBuff","FriendAll","Duration","","3","8766898932156555843"
"AbilityEffectAssetCatalog","11032","RecoverHp","Self","SpendBuff","","3","-7857546997905082245"
"AbilityEffectAssetCatalog","11033","ParameterBuff","Self","ReceiveBuff","","3","-2314927469635784224"
"AbilityEffectAssetCatalog","11034","ParameterBuff","Self","StartBattle","","3","6355251640777371479"
"AbilityEffectAssetCatalog","11035","ParameterBuff","Self","SpendBuff","","3","7455953579807157221"
"AbilityEffectAssetCatalog","11036","StackLinkedPassiveBuff","Self","Passive","","3","711388726949734112"
"AbilityEffectAssetCatalog","11037","ParameterBuff","Self","Duration","","3","-2720120259397943620"
"AbilityEffectAssetCatalog","11038","ParameterBuff","FriendAll","ReceiveBuff","","3","3891719056242710113"
"AbilityEffectAssetCatalog","11039","ParameterBuff","FriendAll","SpendBuff","","3","-8543672945146614776"
"AbilityEffectAssetCatalog","11040","StackLinkedPassiveBuff","Self","Passive","","3","8322754796683722783"
"AbilityEffectAssetCatalog","11041","ParameterBuff","Self","ReceiveBuff","","3","6329390951874332888"
"AbilityEffectAssetCatalog","11042","StackLinkedPassiveBuff","Self","Passive","","3","-4936470510696070763"
"AbilityEffectAssetCatalog","11043","ParameterBuff","FriendAll","Duration","","3","6219530382805771332"
"AbilityEffectAssetCatalog","11044","ParameterBuff","FriendAll","SpendBuff","","3","-5239936840659623604"
"AbilityEffectAssetCatalog","11045","ParameterBuff","FriendAll","SpendBuff","","3","3465431766470781226"
"AbilityEffectAssetCatalog","13001","ParameterBuff","Self","ReceiveBuff","","3","5260035052597195597"
"AbilityEffectAssetCatalog","13002","ParameterBuff","Self","ReceiveBuff","","3","-988480117623986615"
"AbilityEffectAssetCatalog","13003","ParameterBuff","Self","ReceiveBuff","","3","4823643855221072295"
"AbilityEffectAssetCatalog","13004","ParameterBuff","Self","ReceiveBuff","","3","-2777099262678829045"
"AbilityEffectAssetCatalog","13005","ParameterBuff","Self","ReceiveBuff","","3","-6528677452039373687"
"AbilityEffectAssetCatalog","13006","ParameterBuff","Self","ReceiveBuff","","3","-8502461247019020615"
"AbilityEffectAssetCatalog","13007","ParameterBuff","Self","ReceiveBuff","","3","-7851340721177911971"
"AbilityEffectAssetCatalog","13008","ParameterBuff","Self","ReceiveBuff","","3","1178834914445344479"
"AbilityEffectAssetCatalog","13009","ParameterBuff","Self","ReceiveBuff","","3","3561810008475696087"
"AbilityEffectAssetCatalog","13010","ParameterBuff","Self","ReceiveBuff","","3","8197898149802129811"
"AbilityEffectAssetCatalog","13011","ParameterBuff","Self","ReceiveBuff","","3","2251306446068069411"
"AbilityEffectAssetCatalog","13012","ParameterBuff","Self","ReceiveBuff","","3","7665446068530767553"
"AbilityEffectAssetCatalog","13013","ParameterBuff","Self","ReceiveBuff","","3","-4963271112219732388"
"AbilityEffectAssetCatalog","13014","ParameterBuff","Self","ReceiveBuff","","3","4510440733667114142"
"AbilityEffectAssetCatalog","13015","RecoverHp","FriendAll","ReceiveBuff","","3","-5142905133449317921"
"AbilityEffectAssetCatalog","13016","ParameterBuff","OpponentAll","ReceiveBuff","","3","-6851924532186016806"
"AbilityEffectAssetCatalog","13017","ParameterBuff","OpponentAll","ReceiveBuff","","3","6371615841259171054"
"AbilityEffectAssetCatalog","13018","ParameterBuff","FriendAll","ReceiveBuff","","3","8471790103405816240"
"AbilityEffectAssetCatalog","13019","ParameterBuff","FriendAll","ReceiveBuff","","3","-3876434484553119426"
"AbilityEffectAssetCatalog","13020","ParameterBuff","Self","ReceiveDamage","","3","4181979992794498465"
"AbilityEffectAssetCatalog","13021","ParameterBuff","Self","ReceiveBuff","","3","4964396276639281053"
"AbilityEffectAssetCatalog","13022","ParameterBuff","Self","ReceiveBuff","","3","1639975125359693578"
"AbilityEffectAssetCatalog","13023","ParameterBuff","Self","ReceiveBuff","","3","-9028367654269674098"
"AbilityEffectAssetCatalog","13024","ParameterBuff","Self","StartBattle","","3","3941727606505487331"
"AbilityEffectAssetCatalog","13025","RecoverHp","Self","ReceiveBuff","","3","-3182282908541234744"
"AbilityEffectAssetCatalog","13026","ParameterBuff","Self","Duration","","3","-5660779508908968260"
"AbilityEffectAssetCatalog","13027","StackLinkedPassiveBuff","Self","Passive","","3","-8006350546777632475"
"AbilityEffectAssetCatalog","13028","StackLinkedPassiveBuff","Self","Passive","","3","3709214120893338573"
"AbilityEffectAssetCatalog","13029","StackLinkedPassiveBuff","Self","Passive","","3","74538906037608310"
"AbilityEffectAssetCatalog","13030","StackLinkedPassiveBuff","Self","Passive","","3","1831465702708658294"
"AbilityEffectAssetCatalog","13031","StackLinkedPassiveBuff","Self","Passive","","3","7936147135066099610"
"AbilityEffectAssetCatalog","13032","StackLinkedPassiveBuff","Self","Passive","","3","-6540519729775559880"
"AbilityEffectAssetCatalog","13033","StackLinkedPassiveBuff","Self","Passive","","3","-1982375451849187927"
"AbilityEffectAssetCatalog","13034","StackLinkedPassiveBuff","Self","Passive","","3","2846096216692003407"
"AbilityEffectAssetCatalog","13035","StackLinkedPassiveBuff","Self","Passive","","3","-6180423305381186355"
"AbilityEffectAssetCatalog","13036","StackLinkedPassiveBuff","Self","Passive","","3","-4229691912473475752"
"AbilityEffectAssetCatalog","16001","ParameterBuff","Self","SpendBuff","","3","1958611180971200639"
"AbilityEffectAssetCatalog","16002","ParameterBuff","Self","SpendBuff","","3","4043677998622663816"
"AbilityEffectAssetCatalog","16003","ParameterBuff","Self","SpendBuff","","3","5007910823414567377"
"AbilityEffectAssetCatalog","16004","ParameterBuff","Self","SpendBuff","","3","-1527058858358191756"
"AbilityEffectAssetCatalog","16005","ParameterBuff","Self","SpendBuff","","3","8616013659584098407"
"AbilityEffectAssetCatalog","16006","ParameterBuff","Self","SpendBuff","","3","1910833160450253819"
"AbilityEffectAssetCatalog","16007","ParameterBuff","Self","SpendBuff","","3","3830956741983134970"
"AbilityEffectAssetCatalog","16008","ParameterBuff","Self","SpendBuff","","3","264029193386221260"
"AbilityEffectAssetCatalog","16009","ParameterBuff","Self","SpendBuff","","3","3640583208765474234"
"AbilityEffectAssetCatalog","16010","ParameterBuff","Self","SpendBuff","","3","1616102552439663259"
"AbilityEffectAssetCatalog","16011","ParameterBuff","Self","SpendBuff","","3","7645810756714882680"
"AbilityEffectAssetCatalog","16012","ParameterBuff","Self","SpendBuff","","3","-1411649950757901687"
"AbilityEffectAssetCatalog","16013","ParameterBuff","Self","SpendBuff","","3","3093114523046927859"
"AbilityEffectAssetCatalog","16014","ParameterBuff","Self","SpendBuff","","3","6558177185570157034"
"AbilityEffectAssetCatalog","16015","ParameterBuff","OpponentAll","SpendBuff","","3","2255978316304700361"
"AbilityEffectAssetCatalog","16016","ParameterBuff","OpponentAll","SpendBuff","","3","-3258282568921583733"
"AbilityEffectAssetCatalog","16017","ParameterBuff","FriendAll","SpendBuff","","3","71003066304165371"
"AbilityEffectAssetCatalog","16018","ParameterBuff","FriendAll","SpendBuff","","3","-4475161213166952093"
"AbilityEffectAssetCatalog","16019","ParameterBuff","FriendAll","SpendBuff","","3","605883839663414432"
"AbilityEffectAssetCatalog","16020","ParameterBuff","FriendAll","SpendBuff","","3","1070896645437259492"
"AbilityEffectAssetCatalog","16021","ParameterBuff","Self","ActivateForceChain","","3","5245280964053900664"
"AbilityEffectAssetCatalog","16022","ParameterBuff","Self","StartBattle","","3","-3641866587702529453"
"AbilityEffectAssetCatalog","16023","ParameterBuff","Self","Critical","","3","5717480864870595545"
"AbilityEffectAssetCatalog","16024","ParameterBuff","Self","DestroyEnemy","","3","-7161980895307375287"
"AbilityEffectAssetCatalog","16025","ParameterBuff","Self","NormalAttackCount","","3","-1411511297040455031"
"AbilityEffectAssetCatalog","16026","ParameterBuff","Self","Duration","","3","-862807090904448272"
"AbilityEffectAssetCatalog","16027","ParameterBuff","Self","ReceiveDamage","","3","6454003941309594855"
"AbilityEffectAssetCatalog","19001","ParameterBuff","Self","GameStart","PlayerSideOnly","4","1472660013432264522"
"AbilityEffectAssetCatalog","19002","ParameterBuff","Self","GameStart","PlayerSideOnly","4","8350044500652512728"
"AbilityEffectAssetCatalog","19003","ParameterBuff","Self","GameStart","PlayerSideOnly","4","8795463322745980152"
"AbilityEffectAssetCatalog","19004","ParameterBuff","Self","GameStart","PlayerSideOnly","4","6547024985428535252"
"AbilityEffectAssetCatalog","19005","ParameterBuff","Self","GameStart","PlayerSideOnly","4","1476468369464245049"
"AbilityEffectAssetCatalog","19006","ParameterBuff","Self","GameStart","PlayerSideOnly","4","7647217826653947433"
"AbilityEffectAssetCatalog","19007","ParameterBuff","Self","GameStart","PlayerSideOnly","4","7006761082197044007"
"AbilityEffectAssetCatalog","20001","ActionPattern","Self","BuiltIn","","3","-6375429605850525796"
"AbilityEffectAssetCatalog","20002","ParameterBuff","FriendAll","BuiltIn","","3","5933644308151323935"
"AbilityEffectAssetCatalog","20003","SkillCharge","Self","DeadEnemy","","3","-2970852959764910841"
"AbilityEffectAssetCatalog","20004","ActionPattern","Self","BuiltIn","","3","-1891679196435169893"
"AbilityEffectAssetCatalog","20005","ParameterBuff","Self","BuiltIn","","3","-2706042296459811641"
"AbilityEffectAssetCatalog","20006","ParameterBuff","Self","StartBattle","","3","-3134851550427954298"
"AbilityEffectAssetCatalog","20007","ActionPattern","Self","BuiltIn","","3","3899801416607031767"
"AbilityEffectAssetCatalog","20008","SummonParameterAdditionRate","Self","BuiltIn","","3","-165608388369629535"
"AbilityEffectAssetCatalog","20009","ParameterBuff","FriendAll","ReceiveBuff","","3","2562874621409650972"
"AbilityEffectAssetCatalog","20010","ActionPattern","Self","BuiltIn","","3","3793935792027981381"
"AbilityEffectAssetCatalog","20011","PassiveBuff","Self","Passive","","3","942738298597466881"
"AbilityEffectAssetCatalog","20012","ParameterBuff","Self","ReceiveBuff","","3","5191890673035808728"
"AbilityEffectAssetCatalog","20013","ParameterBuff","Self","DestroyEnemy","","3","4524174436154767176"
"AbilityEffectAssetCatalog","20014","ParameterBuff","Self","NormalAttackCount","","3","9035800884083926081"
"AbilityEffectAssetCatalog","20015","PassiveBuff","Self","Passive","","3","4417083687129270469"
"AbilityEffectAssetCatalog","20016","PassiveBuff","Self","Passive","","3","4723364020907697731"
"AbilityEffectAssetCatalog","20017","ActionPattern","Self","BuiltIn","","3","8900308822945365951"
"AbilityEffectAssetCatalog","20018","ParameterBuff","Self","BuiltIn","","3","-6479229469055259654"
"AbilityEffectAssetCatalog","20019","SkillCharge","Self","OtherAllyActivateActionSkill","","3","-7259222260652135737"
"AbilityEffectAssetCatalog","20020","ParameterBuff","Self","ServantSummonExist","","3","4046857596368397878"
"AbilityEffectAssetCatalog","20021","PassiveBuff","Self","Passive","","3","8033473824188381999"
"AbilityEffectAssetCatalog","20022","SummonParameterAdditionRate","Self","BuiltIn","","3","-7195432911612899322"
"AbilityEffectAssetCatalog","20023","ActionPattern","Self","BuiltIn","","3","-7923417380373317173"
"AbilityEffectAssetCatalog","20024","ParameterBuff","Self","BuiltIn","","3","1971414932793454165"
"AbilityEffectAssetCatalog","20025","ParameterBuff","Self","BuiltIn","","3","-28040308033010407"
"AbilityEffectAssetCatalog","20026","ParameterBuff","Self","BuiltIn","","3","1329505014249703527"
"AbilityEffectAssetCatalog","20027","ActionPattern","Self","BuiltIn","","3","6780297656709673039"
"AbilityEffectAssetCatalog","20028","ParameterBuff","Self","BuiltIn","","3","2835020234863554221"
"AbilityEffectAssetCatalog","20029","ParameterBuff","Self","NormalAttackCount","","3","-1433219480334204299"
"AbilityEffectAssetCatalog","20030","ActionPattern","Self","BuiltIn","","3","6677754070812492546"
"AbilityEffectAssetCatalog","20031","ParameterBuff","Self","BelowHp","","3","-313810296966092146"
"AbilityEffectAssetCatalog","20032","ParameterBuff","Self","Avoidance","","3","1395448652858132043"
"AbilityEffectAssetCatalog","20033","ActionPattern","Self","BuiltIn","","3","3355259612401153022"
"AbilityEffectAssetCatalog","20034","ParameterBuff","FriendAll","BuiltIn","","3","3701596609766580161"
"AbilityEffectAssetCatalog","20035","ChargeMana","Self","GameStart","","3","4316430178840410466"
"AbilityEffectAssetCatalog","20036","ActionPattern","Self","Duration|Passive","","4","8631253101483043393"
"AbilityEffectAssetCatalog","20037","ParameterBuff","Self","BuiltIn","","3","-2351930033381511677"
"AbilityEffectAssetCatalog","20040","PassiveBuff","Self","Passive","","3","7818592248454921181"
"AbilityEffectAssetCatalog","20041","ParameterBuff","Self","BuiltIn","","3","-7890990046800343070"
"AbilityEffectAssetCatalog","20042","ParameterBuff","Self","BuiltIn","","3","-2141660341130122673"
"AbilityEffectAssetCatalog","20043","ParameterBuff","Self","BuiltIn","","3","-4752355890935976201"
"AbilityEffectAssetCatalog","20044","ParameterBuff","Self","BuiltIn","","3","5445293784213697911"
"AbilityEffectAssetCatalog","20045","ParameterBuff","Self","NormalAttackCount","","3","-6418077975461409423"
"AbilityEffectAssetCatalog","20046","ParameterBuff","FriendAll","NormalAttackCount","","3","-4352103029598242944"
"AbilityEffectAssetCatalog","20047","ActionPattern","Self","BuiltIn","","3","6246874616944245861"
"AbilityEffectAssetCatalog","20048","PassiveBuff","Self","Passive","","3","-6655411011390405137"
"AbilityEffectAssetCatalog","20049","ParameterBuff","Self","BuiltIn","","3","-8726246761629733914"
"AbilityEffectAssetCatalog","20050","ParameterBuff","Self","BelowHp","","3","-7814690659859725548"
"AbilityEffectAssetCatalog","20051","ActionPattern","Self","BuiltIn","","3","-4618031505515830735"
"AbilityEffectAssetCatalog","20052","ParameterBuff","Self","BuiltIn","","3","-4744508940252942282"
"AbilityEffectAssetCatalog","20053","ParameterBuff","FriendAll","BuiltIn","","3","3096533804210876632"
"AbilityEffectAssetCatalog","20054","ParameterBuff","Self","Critical","","3","5377197846526456644"
"AbilityEffectAssetCatalog","20055","ParameterBuff","Self","BuiltIn","","3","1526704240674895827"
"AbilityEffectAssetCatalog","20056","ParameterBuff","Self","BuiltIn","","3","-4538602285381096739"
"AbilityEffectAssetCatalog","20057","ParameterBuff","Self","BuiltIn","","3","-1235072793396991702"
"AbilityEffectAssetCatalog","20058","ParameterBuff","Self","BuiltIn","","3","5150422123000945446"
"AbilityEffectAssetCatalog","20059","ActionPattern","Self","BuiltIn","","3","8348429483266473570"
"AbilityEffectAssetCatalog","20060","ParameterBuff","Self","StartBattle","","3","370641888449006409"
"AbilityEffectAssetCatalog","20061","PassiveBuff","Self","Passive","","3","8940471221034758455"
"AbilityEffectAssetCatalog","20062","ParameterBuff","Self","BuiltIn","","3","-5951538255005960694"
"AbilityEffectAssetCatalog","20063","RecoverHp","Self","BelowHp","","3","-2346384248292070165"
"AbilityEffectAssetCatalog","20064","ParameterBuff","Self","BuiltIn","","3","103587029169456648"
"AbilityEffectAssetCatalog","20065","ParameterBuff","Self","BuiltIn","","3","1041592035182799645"
"AbilityEffectAssetCatalog","20066","ParameterBuff","Self","StartBattle","","3","3896235532479003885"
"AbilityEffectAssetCatalog","20067","ParameterBuff","Self","Critical","","3","-7316365889094456259"
"AbilityEffectAssetCatalog","20068","ParameterBuff","Self","BuiltIn","","3","3742198385143258247"
"AbilityEffectAssetCatalog","20069","ParameterBuff","Self","BuiltIn","","3","-7155001272113902720"
"AbilityEffectAssetCatalog","20070","ParameterBuff","Self","BuiltIn","","3","4186438580443882994"
"AbilityEffectAssetCatalog","20071","ParameterBuff","Self","BuiltIn","","3","-7848981659766939912"
"AbilityEffectAssetCatalog","20072","PassiveBuff","Self","Passive","","3","1287970128877695451"
"AbilityEffectAssetCatalog","20073","PassiveBuff","Self","Passive","","3","-6402012056772271219"
"AbilityEffectAssetCatalog","20074","PassiveBuff","Self","Passive","","3","-4002998844919155154"
"AbilityEffectAssetCatalog","20075","ParameterBuff","FriendAll","ReceiveBuff","","3","7751394478076488104"
"AbilityEffectAssetCatalog","20076","ParameterBuff","FriendAll","BuiltIn","","3","-7621396458298927014"
"AbilityEffectAssetCatalog","20077","ParameterBuff","Self","BuiltIn","","3","-3327870382230360500"
"AbilityEffectAssetCatalog","20078","ParameterBuff","Self","StartBattle","","3","8582371897626017380"
"AbilityEffectAssetCatalog","20079","ParameterBuff","Self","ReceiveDamage","","3","-3912216670447820964"
"AbilityEffectAssetCatalog","20080","ParameterBuff","FriendAll","BuiltIn","","3","8768966039001569331"
"AbilityEffectAssetCatalog","20081","ParameterBuff","Self","BuiltIn","","3","-7534159997598480923"
"AbilityEffectAssetCatalog","20082","ParameterBuff","Self","BuiltIn","","3","2223798476681989926"
"AbilityEffectAssetCatalog","20083","ParameterBuff","Self","Critical","","3","4892896533848706437"
"AbilityEffectAssetCatalog","20084","ActionPattern","Self","BuiltIn","","3","6756727926543581451"
"AbilityEffectAssetCatalog","20085","PassiveBuff","Self","Passive","","3","3066271247000751767"
"AbilityEffectAssetCatalog","20086","ParameterBuff","Self","NormalAttackCount","","3","6169205421990492567"
"AbilityEffectAssetCatalog","20087","ParameterBuff","Self","ReceiveBuff","","3","-5621242098494099051"
"AbilityEffectAssetCatalog","20088","ActionPattern","Self","Passive","","3","3589501418608544056"
"AbilityEffectAssetCatalog","20089","ParameterBuff","Self","BuiltIn","","3","-7554452931528756320"
"AbilityEffectAssetCatalog","20090","PassiveBuff","Self","Passive","","3","-8349156054772585400"
"AbilityEffectAssetCatalog","20091","ActionPattern","Self","BuiltIn","","3","6796084168754856722"
"AbilityEffectAssetCatalog","20092","ParameterBuff","Self","BuiltIn","","3","33298568422971685"
"AbilityEffectAssetCatalog","20093","ParameterBuff","Self","Critical","","3","4819234442511511717"
"AbilityEffectAssetCatalog","20094","ActionPattern","Self","BuiltIn","","3","5938432010882587588"
"AbilityEffectAssetCatalog","20095","PassiveBuff","Self","Passive","","3","4031011072451576288"
"AbilityEffectAssetCatalog","20096","ParameterBuff","Self","BuiltIn","","3","-2588282046962755154"
"AbilityEffectAssetCatalog","20097","ActionPattern","Self","BuiltIn","","3","8370077342210740308"
"AbilityEffectAssetCatalog","20098","ParameterBuff","FriendAll","DestroyEnemy","","3","4379120931867808571"
"AbilityEffectAssetCatalog","20099","PassiveBuff","Self","Passive","","3","2541975106612147881"
"AbilityEffectAssetCatalog","20100","ChargeMana","Self","GameStart","","3","-7119982512812120487"
"AbilityEffectAssetCatalog","20101","ActionPattern","Self","BuiltIn","","3","4205828882987592061"
"AbilityEffectAssetCatalog","20102","ParameterBuff","FriendAll","BuiltIn","","3","-1708961734480791131"
"AbilityEffectAssetCatalog","20103","ParameterBuff","FriendAll","BuiltIn","","3","7699858039860663733"
"AbilityEffectAssetCatalog","20104","ParameterBuff","Self","BuiltIn","","3","-7664072567031510273"
"AbilityEffectAssetCatalog","20105","ParameterBuff","Self","Critical","","3","5133208547890418282"
"AbilityEffectAssetCatalog","20106","SkillCharge","Self","DestroyEnemy","","3","7041093963068970136"
"AbilityEffectAssetCatalog","20107","ActionPattern","Self","NormalAttackCount","","3","-5649763485944721340"
"AbilityEffectAssetCatalog","20108","PassiveBuff","Self","Passive","","3","6825285182347837460"
"AbilityEffectAssetCatalog","20109","PassiveBuff","Self","Passive","","3","3665216653923673807"
"AbilityEffectAssetCatalog","20110","ActionPattern","Self","Passive","","3","5220985388871191494"
"AbilityEffectAssetCatalog","20111","PassiveBuff","Self","Passive","","3","-7400050321520606682"
"AbilityEffectAssetCatalog","20112","ParameterBuff","Self","BuiltIn","","3","-6793605320667360449"
"AbilityEffectAssetCatalog","20113","PassiveBuff","Self","Passive","","3","907246813958857107"
"AbilityEffectAssetCatalog","20114","ParameterBuff","Self","NormalAttackCount","","3","5653390408130586099"
"AbilityEffectAssetCatalog","20115","ActionPattern","Self","BuiltIn","","3","-8701040827798736215"
"AbilityEffectAssetCatalog","20116","ParameterBuff","Self","Passive","","3","2437123689964396594"
"AbilityEffectAssetCatalog","20117","PassiveBuff","Self","Passive","","3","347321701056800158"
"AbilityEffectAssetCatalog","20118","PassiveBuff","Self","Passive","","3","-1198398003337205556"
"AbilityEffectAssetCatalog","20119","PassiveBuff","Self","Passive","","3","-4301104188232182392"
"AbilityEffectAssetCatalog","20120","ParameterBuff","Self","BuiltIn","","3","-7812152786252913189"
"AbilityEffectAssetCatalog","20121","PassiveBuff","Self","Passive","","3","682879222111877397"
"AbilityEffectAssetCatalog","20122","ParameterBuff","FriendAll","BuiltIn","","3","3261935869529452426"
"AbilityEffectAssetCatalog","20123","ParameterBuff","Self","BuiltIn","","3","-6732337210426384617"
"AbilityEffectAssetCatalog","20124","ParameterBuff","FriendAll","ReceiveBuff","","3","-4203472203699312874"
"AbilityEffectAssetCatalog","20125","PassiveBuff","Self","Passive","","3","-1138643387363203978"
"AbilityEffectAssetCatalog","20126","PassiveBuff","Self","Passive","","3","2023298652612844856"
"AbilityEffectAssetCatalog","20127","ParameterBuff","Self","Duration","","3","2528155595975421176"
"AbilityEffectAssetCatalog","20131","ParameterBuff","Self","BelowHp","","3","5616080901799749390"
